row_label_raw,row_label_full,col_0,Phần mềm máy vi tính Nghìn VND,Quyền khai thác khoáng sản Nghìn VND,Tổng cộng Nghìn VND,numeric__Phần mềm máy vi tính Nghìn VND,numeric__Quyền khai thác khoáng sản Nghìn VND,numeric__Tổng cộng Nghìn VND
Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,,,
Số dư đầu năm và cuối năm,Nguyên giá > Số dư đầu năm và cuối năm,Số dư đầu năm và cuối năm,112.027.050,792.655.211,904.682.261,112027050.0,792655211.0,904682261.0
Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,,,
Số dư đầu năm,Giá trị hao mòn lũy kế > Số dư đầu năm,Số dư đầu năm,108.923.003,358.332.524,467.255.527,108923003.0,358332524.0,467255527.0
Khấu hao trong năm,Giá trị hao mòn lũy kế > Khấu hao trong năm,Khấu hao trong năm,786.698,37.767.191,38.553.889,786698.0,37767191.0,38553889.0
Số dư cuối năm,Giá trị hao mòn lũy kế > Số dư cuối năm,Số dư cuối năm,109.709.701,396.099.715,505.809.416,109709701.0,396099715.0,505809416.0
Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,,,
Số dư đầu năm,Giá trị còn lại > Số dư đầu năm,Số dư đầu năm,3.104.047,434.322.687,437.426.734,3104047.0,434322687.0,437426734.0
Số dư cuối năm,Giá trị còn lại > Số dư cuối năm,Số dư cuối năm,2.317.349,396.555.496,398.872.845,2317349.0,396555496.0,398872845.0
