row_label_raw,row_label_full,col_0,2025VND'000,2024VND'000,numeric__2025VND'000,numeric__2024VND'000
Gain on scrap sales,Gain on scrap sales,Gain on scrap sales,"4,156,360","12,275,377",,
Gain on disposal of fixed assets,Gain on scrap sales > Gain on disposal of fixed assets,Gain on disposal of fixed assets,-,"981,818",,981.818
Others,Others,Others,"6,058,130","56,285,139",,
,,,"10,214,490","69,542,334",,
