row_label_raw,row_label_full,Chỉ tiết:,31/12/2021VND,01/01/2021VND,numeric__31/12/2021VND,numeric__01/01/2021VND
Công ty Cổ phần Giống cây trồng Nông Tín,Công ty Cổ phần Giống cây trồng Nông Tín,Công ty Cổ phần Giống cây trồng Nông Tín,4.502.534.864,5.788.973.395,4502534864.0,5788973395.0
Công ty Cổ phần Vật tư Kỹ thuật nông nghiệp,Công ty Cổ phần Vật tư Kỹ thuật nông nghiệp,Công ty Cổ phần Vật tư Kỹ thuật nông nghiệp,6.199.696.289,10.430.387.138,6199696289.0,10430387138.0
Cần Thơ,Cần Thơ,Cần Thơ,,,,
Công ty Cổ phần Dược phẩm Cửu Long,Cần Thơ > Công ty Cổ phần Dược phẩm Cửu Long,Công ty Cổ phần Dược phẩm Cửu Long,55.098.648.841,71.424.174.421,55098648841.0,71424174421.0
Công ty CP Nước khoáng Khánh Hòa,Cần Thơ > Công ty CP Nước khoáng Khánh Hòa,Công ty CP Nước khoáng Khánh Hòa,589.940.769.160,-,589940769160.0,
,,,655.741.649.154,87.643.534.954,655741649154.0,87643534954.0
