row_label_raw,row_label_full,col_0,31/12/2021 > Giá trịVND,31/12/2021 > Số có khả năngtrả nợVND,01/01/2021 > Giá trịVND,01/01/2021 > Số có khả năngtrả nợVND,numeric__31/12/2021 > Giá trịVND,numeric__31/12/2021 > Số có khả năngtrả nợVND,numeric__01/01/2021 > Giá trịVND,numeric__01/01/2021 > Số có khả năngtrả nợVND
a) Phải trả người bán ngắn hạn,a) Phải trả người bán ngắn hạn,a) Phải trả người bán ngắn hạn,89.483.695.116,89.483.695.116,85.454.107.641,85.454.107.641,89483695116.0,89483695116.0,85454107641.0,85454107641.0
"Lao TTL Agriculture AndIndustrial Development Co., Ltd","Lao TTL Agriculture AndIndustrial Development Co., Ltd","Lao TTL Agriculture AndIndustrial Development Co., Ltd",7.205.996.000,7.205.996.000,4.132.458.000,4.132.458.000,7205996000.0,7205996000.0,4132458000.0,4132458000.0
Công ty TNHH Sản xuấtConstantia Việt Nam,Công ty TNHH Sản xuấtConstantia Việt Nam,Công ty TNHH Sản xuấtConstantia Việt Nam,3.033.625.983,3.033.625.983,3.734.649.028,3.734.649.028,3033625983.0,3033625983.0,3734649028.0,3734649028.0
Công ty TNHH VN Chuan LiCan Manufacturing,Công ty TNHH VN Chuan LiCan Manufacturing,Công ty TNHH VN Chuan LiCan Manufacturing,940.549.139,940.549.139,1.827.003.217,1.827.003.217,940549139.0,940549139.0,1827003217.0,1827003217.0
DNTN Thương mại In PhướcChâu,DNTN Thương mại In PhướcChâu,DNTN Thương mại In PhướcChâu,2.693.057.785,2.693.057.785,1.953.168.910,1.953.168.910,2693057785.0,2693057785.0,1953168910.0,1953168910.0
Ông Trần Văn Phương,Ông Trần Văn Phương,Ông Trần Văn Phương,29.434.950.000,29.434.950.000,-,-,29434950000.0,29434950000.0,,
Công ty TNHH Lon Nước Giảikhát TBC-Ball Việt Nam,Công ty TNHH Lon Nước Giảikhát TBC-Ball Việt Nam,Công ty TNHH Lon Nước Giảikhát TBC-Ball Việt Nam,2.433.837.004,2.433.837.004,-,-,2433837004.0,2433837004.0,,
Phải trả khác,Phải trả khác,Phải trả khác,43.741.679.205,43.741.679.205,73.806.828.486,73.806.828.486,43741679205.0,43741679205.0,73806828486.0,73806828486.0
b) Phải trả người bán dài hạn,b) Phải trả người bán dài hạn,b) Phải trả người bán dài hạn,-,-,-,-,,,,
,,,89.483.695.116,89.483.695.116,85.454.107.641,85.454.107.641,89483695116.0,89483695116.0,85454107641.0,85454107641.0
Trong đó: phải trả người bánlà bên liên quan,b) Phải trả người bán dài hạn > Trong đó: phải trả người bánlà bên liên quan,Trong đó: phải trả người bánlà bên liên quan,656.529.901,656.529.901,50.826.455.964,50.826.455.964,656529901.0,656529901.0,50826455964.0,50826455964.0
- Công ty CP FIT Cosmetics,b) Phải trả người bán dài hạn > - Công ty CP FIT Cosmetics,- Công ty CP FIT Cosmetics,656.529.901,656.529.901,16.327.101,16.327.101,656529901.0,656529901.0,16327101.0,16327101.0
- Công ty CP Nước khoángKhánh Hòa,b) Phải trả người bán dài hạn > - Công ty CP Nước khoángKhánh Hòa,- Công ty CP Nước khoángKhánh Hòa,-,-,50.810.128.863,50.810.128.863,,,50810128863.0,50810128863.0
