row_label_raw,row_label_full,col_0,Năm 2021VND,Năm 2020VND,numeric__Năm 2021VND,numeric__Năm 2020VND
"Chỉ phí lãi vay, lãi trái phiếu và chi phí phát hành trái phiếu","Chỉ phí lãi vay, lãi trái phiếu và chi phí phát hành trái phiếu","Chỉ phí lãi vay, lãi trái phiếu và chi phí phát hành trái phiếu",35.166.858.512,28.719.013.151,35166858512.0,28719013151.0
"Lỗ đầu tư chứng khoán kinh doanh, đầu tư tài chính","Lỗ đầu tư chứng khoán kinh doanh, đầu tư tài chính","Lỗ đầu tư chứng khoán kinh doanh, đầu tư tài chính",109.232.196.461,19.720.387.897,109232196461.0,19720387897.0
Lỗ chênh lệch tỷ giá do đánh giá lại các khoản mục tiền tê,Lỗ chênh lệch tỷ giá do đánh giá lại các khoản mục tiền tê,Lỗ chênh lệch tỷ giá do đánh giá lại các khoản mục tiền tê,94.003.377,-,94003377.0,
Lỗ chênh lệch tỷ giá trong thanh toán,Lỗ chênh lệch tỷ giá trong thanh toán,Lỗ chênh lệch tỷ giá trong thanh toán,703.733.602,604.006.110,703733602.0,604006110.0
Trích/Hoàn nhập dự phòng tổn thất chứng khoán kinh doanh và đầu tư vào đơn vị khác,Trích/Hoàn nhập dự phòng tổn thất chứng khoán kinh doanh và đầu tư vào đơn vị khác,Trích/Hoàn nhập dự phòng tổn thất chứng khoán kinh doanh và đầu tư vào đơn vị khác,(471.642.175),(10.863.820.236),-471642175.0,-10863820236.0
Chi phí từ hoạt động hợp tác đầu tư,Chi phí từ hoạt động hợp tác đầu tư,Chi phí từ hoạt động hợp tác đầu tư,10.514.104.519,7.168.941.285,10514104519.0,7168941285.0
Chi phí lãi phải trả trái phiếu,Chi phí lãi phải trả trái phiếu,Chi phí lãi phải trả trái phiếu,7.955.626.212,11.138.910.526,7955626212.0,11138910526.0
Chi phí phát hành trái phiếu,Chi phí phát hành trái phiếu,Chi phí phát hành trái phiếu,557.928.087,963.215.472,557928087.0,963215472.0
Chi phí tài chính khác,Chi phí tài chính khác,Chi phí tài chính khác,1.809.858.692,1.331.842.462,1809858692.0,1331842462.0
,,,165.562.667.287,58.782.496.667,165562667287.0,58782496667.0
