row_label_raw,row_label_full,TÀI SẢN,Mã số,Thuyết minh,31/12/2021 VND,01/01/2021 VND,numeric__Mã số,numeric__Thuyết minh,numeric__31/12/2021 VND,numeric__01/01/2021 VND
TÀI SẢN DÀI HẠN,TÀI SẢN DÀI HẠN,TÀI SẢN DÀI HẠN,200,,2.289.072.511.585,1.954.278.380.789,200.0,,2289072511585.0,1954278380789.0
Các khoản phải thu dài hạn,Các khoản phải thu dài hạn,Các khoản phải thu dài hạn,210,,31.331.200.000,27.483.200.000,210.0,,31331200000.0,27483200000.0
Phải thu về cho vay dài hạn,Phải thu về cho vay dài hạn,Phải thu về cho vay dài hạn,215,9,29.848.000.000,26.000.000.000,215.0,9.0,29848000000.0,26000000000.0
Phải thu dài hạn khác,Phải thu dài hạn khác,Phải thu dài hạn khác,216,8,1.483.200.000,1.483.200.000,216.0,8.0,1483200000.0,1483200000.0
Tài sản cố định,Tài sản cố định,Tài sản cố định,220,,666.743.113.460,469.932.154.832,220.0,,666743113460.0,469932154832.0
Tài sản cố định hữu hình,Tài sản cố định hữu hình,Tài sản cố định hữu hình,221,11,571.753.976.233,373.867.095.233,221.0,11.0,571753976233.0,373867095233.0
- Nguyên giá,- Nguyên giá,- Nguyên giá,222,,1.244.648.467.364,883.825.459.322,222.0,,1244648467364.0,883825459322.0
- Giá trị hao mòn luỹ kế,- Giá trị hao mòn luỹ kế,- Giá trị hao mòn luỹ kế,223,,(672.894.491.131),(509.958.364.089),223.0,,-672894491131.0,-509958364089.0
Tài sản cố định vô hình,Tài sản cố định vô hình,Tài sản cố định vô hình,227,12,94.989.137.227,96.065.059.599,227.0,12.0,94989137227.0,96065059599.0
- Nguyên giá,- Nguyên giá,- Nguyên giá,228,,106.098.205.814,104.516.562.731,228.0,,106098205814.0,104516562731.0
- Giá trị hao mòn luỹ kế,- Giá trị hao mòn luỹ kế,- Giá trị hao mòn luỹ kế,229,,(11.109.068.587),(8.451.503.132),229.0,,-11109068587.0,-8451503132.0
Bất động sản đầu tư,Bất động sản đầu tư,Bất động sản đầu tư,230,14,110.381.823.438,111.455.296.458,230.0,14.0,110381823438.0,111455296458.0
- Nguyên giá,- Nguyên giá,- Nguyên giá,231,,122.545.141.615,122.545.141.615,231.0,,122545141615.0,122545141615.0
- Giá trị hao mòn luỹ kế,- Giá trị hao mòn luỹ kế,- Giá trị hao mòn luỹ kế,232,,(12.163.318.177),(11.089.845.157),232.0,,-12163318177.0,-11089845157.0
Tài sản dở dang dài hạn,Tài sản dở dang dài hạn,Tài sản dở dang dài hạn,240,15,47.606.408.831,83.828.886.638,240.0,15.0,47606408831.0,83828886638.0
"Chi phí sản xuất, kinh doanh dở dang dài hạn","Chi phí sản xuất, kinh doanh dở dang dài hạn","Chi phí sản xuất, kinh doanh dở dang dài hạn",241,,10.052.984.654,19.199.914.458,241.0,,10052984654.0,19199914458.0
Chi phí xây dựng cơ bản dở dang,Chi phí xây dựng cơ bản dở dang,Chi phí xây dựng cơ bản dở dang,242,,37.553.424.177,64.628.972.180,242.0,,37553424177.0,64628972180.0
Đầu tư tài chính dài hạn,Đầu tư tài chính dài hạn,Đầu tư tài chính dài hạn,250,,741.434.059.682,1.155.358.069.010,250.0,,741434059682.0,1155358069010.0
"Đầu tư vào công ty liên doanh, liên kết","Đầu tư vào công ty liên doanh, liên kết","Đầu tư vào công ty liên doanh, liên kết",252,6,649.421.848.432,1.070.645.889.010,252.0,6.0,649421848432.0,1070645889010.0
Đầu tư góp vốn vào các đơn vị khác,Đầu tư góp vốn vào các đơn vị khác,Đầu tư góp vốn vào các đơn vị khác,253,6,92.012.211.250,25.952.180.000,253.0,6.0,92012211250.0,25952180000.0
Đầu tư nằm giữ đến ngày đáo hạn,Đầu tư nằm giữ đến ngày đáo hạn,Đầu tư nằm giữ đến ngày đáo hạn,255,6,-,58.760.000.000,255.0,6.0,,58760000000.0
Tài sản dài hạn khác,Tài sản dài hạn khác,Tài sản dài hạn khác,260,,691.575.906.174,106.220.773.851,260.0,,691575906174.0,106220773851.0
Chi phí trả trước dài hạn,Chi phí trả trước dài hạn,Chi phí trả trước dài hạn,261,16,33.133.105.569,14.535.891.854,261.0,16.0,33133105569.0,14535891854.0
Tài sản thuế thu nhập hoãn lại,Tài sản thuế thu nhập hoãn lại,Tài sản thuế thu nhập hoãn lại,262,,2.701.151.451,4.041.347.043,262.0,,2701151451.0,4041347043.0
Lợi thể thương mại,Lợi thể thương mại,Lợi thể thương mại,269,17,655.741.649.154,87.643.534.954,269.0,17.0,655741649154.0,87643534954.0
TỔNG TÀI SẢN,TỔNG TÀI SẢN,TỔNG TÀI SẢN,270,,5.984.081.185.909,5.283.977.459.862,270.0,,5984081185909.0,5283977459862.0
