row_label_raw,row_label_full,NGUỒN VỐN,Mã số,Thuyết minh,31/12/2021VND,01/01/2021VND,numeric__Mã số,numeric__Thuyết minh,numeric__31/12/2021VND,numeric__01/01/2021VND
NỘ PHẢI TRẢ,NỘ PHẢI TRẢ,NỘ PHẢI TRẢ,300,,1.284.372.254.491,1.237.397.013.551,300.0,,1284372254491.0,1237397013551.0
Nợ ngắn hạn,Nợ ngắn hạn,Nợ ngắn hạn,310,,1.159.012.073.580,735.410.488.216,310.0,,1159012073580.0,735410488216.0
Phải trả người bán ngắn hạn,Phải trả người bán ngắn hạn,Phải trả người bán ngắn hạn,311,18,89.483.695.116,85.454.107.641,311.0,18.0,89483695116.0,85454107641.0
Người mua trả tiền trước ngắn hạn,Người mua trả tiền trước ngắn hạn,Người mua trả tiền trước ngắn hạn,312,,5.407.400.493,3.401.727.283,312.0,,5407400493.0,3401727283.0
Thuế và các khoản phải nộp Nhà nước,Thuế và các khoản phải nộp Nhà nước,Thuế và các khoản phải nộp Nhà nước,313,19,26.716.438.874,23.262.859.065,313.0,19.0,26716438874.0,23262859065.0
Phải trả người lao động,Phải trả người lao động,Phải trả người lao động,314,,33.638.116.040,29.085.926.724,314.0,,33638116040.0,29085926724.0
Chi phí phải trả ngắn hạn,Chi phí phải trả ngắn hạn,Chi phí phải trả ngắn hạn,315,20,21.430.010.397,22.988.313.372,315.0,20.0,21430010397.0,22988313372.0
Doanh thu chưa thực hiện ngắn hạn,Doanh thu chưa thực hiện ngắn hạn,Doanh thu chưa thực hiện ngắn hạn,318,,126.345.767,857.205.203,318.0,,126345767.0,857205203.0
Phải trả ngắn hạn khác,Phải trả ngắn hạn khác,Phải trả ngắn hạn khác,319,21,233.602.552.477,143.498.876.160,319.0,21.0,233602552477.0,143498876160.0
Vay và nợ thuê tài chính ngắn hạn,Vay và nợ thuê tài chính ngắn hạn,Vay và nợ thuê tài chính ngắn hạn,320,22,735.282.989.212,415.363.009.272,320.0,22.0,735282989212.0,415363009272.0
"Quỹ khen thưởng, phúc lợi","Quỹ khen thưởng, phúc lợi","Quỹ khen thưởng, phúc lợi",322,,13.324.525.204,11.498.463.496,322.0,,13324525204.0,11498463496.0
Nợ dài hạn,Nợ dài hạn,Nợ dài hạn,330,,125.360.180.911,501.986.525.335,330.0,,125360180911.0,501986525335.0
Phải trả dài hạn khác,Phải trả dài hạn khác,Phải trả dài hạn khác,337,21,14.320.552.544,4.213.897.423,337.0,21.0,14320552544.0,4213897423.0
Vay và nợ thuê tài chính dài hạn,Vay và nợ thuê tài chính dài hạn,Vay và nợ thuê tài chính dài hạn,338,22,106.561.019.632,39.844.439.997,338.0,22.0,106561019632.0,39844439997.0
Trái phiếu chuyển đổi,Trái phiếu chuyển đổi,Trái phiếu chuyển đổi,339,,-,448.317.505.814,339.0,,,448317505814.0
Thuế thu nhập doanh nghiệp hoãn lạiphải trả,Thuế thu nhập doanh nghiệp hoãn lạiphải trả,Thuế thu nhập doanh nghiệp hoãn lạiphải trả,341,,4.478.608.735,9.610.682.101,341.0,,4478608735.0,9610682101.0
VỐN CHỦ SỞ HỮU,VỐN CHỦ SỞ HỮU,VỐN CHỦ SỞ HỮU,400,23,4.699.708.931.418,4.046.580.446.311,400.0,23.0,4699708931418.0,4046580446311.0
Vốn chủ sở hữu,Vốn chủ sở hữu,Vốn chủ sở hữu,410,,4.699.708.931.418,4.046.580.446.311,410.0,,4699708931418.0,4046580446311.0
Vốn góp của chủ sở hữu,Vốn góp của chủ sở hữu,Vốn góp của chủ sở hữu,411,,2.627.302.470.000,2.547.302.470.000,411.0,,2627302470000.0,2547302470000.0
- Cổ phiếu phố thông có quyền btểuquyết,- Cổ phiếu phố thông có quyền btểuquyết,- Cổ phiếu phố thông có quyền btểuquyết,411a,,2.627.302.470.000,2.547.302.470.000,,,2627302470000.0,2547302470000.0
Thặng dư vốn cổ phần,Thặng dư vốn cổ phần,Thặng dư vốn cổ phần,412,,75.260.693.198,70.045.649.714,412.0,,75260693198.0,70045649714.0
Quyền chọn chuyển đổi trái phiếu,Quyền chọn chuyển đổi trái phiếu,Quyền chọn chuyển đổi trái phiếu,413,,-,22.368.782.096,413.0,,,22368782096.0
Vốn khác của chủ sở hữu,Vốn khác của chủ sở hữu,Vốn khác của chủ sở hữu,414,,80.481.887.391,80.481.887.391,414.0,,80481887391.0,80481887391.0
Quỹ đầu tư phát triển,Quỹ đầu tư phát triển,Quỹ đầu tư phát triển,418,,646.388.781,886.852.413,418.0,,646388781.0,886852413.0
Lợi nhuận sau thuế chưa phân phối,Lợi nhuận sau thuế chưa phân phối,Lợi nhuận sau thuế chưa phân phối,421,,527.630.076.345,319.736.718.203,421.0,,527630076345.0,319736718203.0
- LNST chưa phân phối lũy kế đếncuối năm trước,- LNST chưa phân phối lũy kế đếncuối năm trước,- LNST chưa phân phối lũy kế đếncuối năm trước,421a,,379.185.695.610,263.284.154.757,,,379185695610.0,263284154757.0
- LNST chưa phân phối năm nay,- LNST chưa phân phối năm nay,- LNST chưa phân phối năm nay,421b,,148.444.380.735,56.452.563.446,,,148444380735.0,56452563446.0
Lợi ích cổ đông không kiểm soát,Lợi ích cổ đông không kiểm soát,Lợi ích cổ đông không kiểm soát,429,,1.388.387.415.703,1.005.758.086.494,429.0,,1388387415703.0,1005758086494.0
TỔNG NGUỒN VỐN,TỔNG NGUỒN VỐN,TỔNG NGUỒN VỐN,440,,5.984.081.185.909,5.283.977.459.862,440.0,,5984081185909.0,5283977459862.0
