row_label_raw,row_label_full,col_0,31/12/2021 > Giá trị VND,31/12/2021 > Dự phòng VND,01/01/2021 > Giá trị VND,01/01/2021 > Dự phòng VND,numeric__31/12/2021 > Giá trị VND,numeric__31/12/2021 > Dự phòng VND,numeric__01/01/2021 > Giá trị VND,numeric__01/01/2021 > Dự phòng VND
"a) Chi phí sản xuất, kinh doanh dở dang dài hạn","a) Chi phí sản xuất, kinh doanh dở dang dài hạn","a) Chi phí sản xuất, kinh doanh dở dang dài hạn",10.052.984.654,-,19.199.914.458,,10052984654.0,,19199914458.0,
Chi phí vùng nguyên liệu (1),Chi phí vùng nguyên liệu (1),Chi phí vùng nguyên liệu (1),10.052.984.654,-,19.199.914.458,-,10052984654.0,,19199914458.0,
b) Xây dựng cơ bản dở dang,b) Xây dựng cơ bản dở dang,b) Xây dựng cơ bản dở dang,37.553.424.177,-,64.628.972.180,,37553424177.0,,64628972180.0,
- Mua sắm,- Mua sắm,- Mua sắm,-,-,-,-,,,,
- Xây dựng cơ bản,- Mua sắm > - Xây dựng cơ bản,- Xây dựng cơ bản,37.553.424.177,-,64.628.972.180,,37553424177.0,,64628972180.0,
- Bản quyền phản phối thuốc độc quyền (2),- Mua sắm > - Bản quyền phản phối thuốc độc quyền (2),- Bản quyền phản phối thuốc độc quyền (2),4.790.945.000,-,4.790.945.000,-,4790945000.0,,4790945000.0,
- Dự án nhà máy Caspule,- Mua sắm > - Dự án nhà máy Caspule,- Dự án nhà máy Caspule,-,-,9.421.461.319,-,,,9421461319.0,
- Dự án nhà máy Viktímco,- Mua sắm > - Dự án nhà máy Viktímco,- Dự án nhà máy Viktímco,17.606.395.500,-,1.789.879.430,-,17606395500.0,,1789879430.0,
- Dự án nhà máy Dược phẩm,- Mua sắm > - Dự án nhà máy Dược phẩm,- Dự án nhà máy Dược phẩm,-,-,34.982.404.515,-,,,34982404515.0,
- Mua đất chưa hoàn thành thì tục sang tên (3),- Mua sắm > - Mua đất chưa hoàn thành thì tục sang tên (3),- Mua đất chưa hoàn thành thì tục sang tên (3),5.610.794.083,-,8.754.994.083,-,5610794083.0,,8754994083.0,
- Đầu tư xây dựng nhà máy tại Hậu Giang,- Mua sắm > - Đầu tư xây dựng nhà máy tại Hậu Giang,- Đầu tư xây dựng nhà máy tại Hậu Giang,4.888.387.833,-,4.888.387.833,-,4888387833.0,,4888387833.0,
- Các công trình khác,- Mua sắm > - Các công trình khác,- Các công trình khác,4.656.901.761,-,900.000,-,4656901761.0,,900000.0,
,,,47.606.408.831,-,83.828.886.638,-,47606408831.0,,83828886638.0,
