row_label_raw,row_label_full,ST T,Công ty,Mối quan hệ,Năm 2021 VND,Năm 2020 VND,numeric__Công ty,numeric__Mối quan hệ,numeric__Năm 2021 VND,numeric__Năm 2020 VND
1,1,1,Công ty CP Mül Dinh Ecopark,Công ty liên kết,,,,,,
1,1 > 1,1,- Lợi nhuận phải trả hợp đồng hợp tác đầu tư,,6.504.651.248,6.354.153.342,,,6504651248.0,6354153342.0
1,1 > 1,1,- Nhận tiền hợp tác đầu tư,,-,17.511.933.515,,,,17511933515.0
1,1 > 1,1,- Trá tiền hợp tác đầu tư,,15.268.476.518,17.130.000.000,,,15268476518.0,17130000000.0
2,2,2,Công ty CP Today Cosmetics,Công ty có liên quan với Phó Tổng Giám đốc thường trực,,,,,,
2,2 > 2,2,- Lợi nhuận từ hợp đồng hợp tác đầu tư,,1.347.749.730,1.137.324.660,,,1347749730.0,1137324660.0
2,2 > 2,2,- Thu lợi nhuận từ hợp đồng hợp tác đầu tư,,1.375.000.000,-,,,1375000000.0,
2,2,2,- Lợi nhuận đã trả từ hợp đồng hợp tác đầu tư,,-,-,,,,
2,2 > 2,2,- Chuyên tiền hợp tác đầu tư,,22.710.000.000,-,,,22710000000.0,
2,2 > 2,2,- Thu hồi tiền hợp tác đầu tư,,10.000.000.000,-,,,10000000000.0,
2,2 > 2,2,"- Mua hàng hóa, dịch vụ",,-,170.136.000,,,,170136000.0
3,3,3,Công ty CP Đầu tư Dùng Tâm,Công ty có liên quan với thành viên HDQT,,,,,,
3,3 > 3,3,- Doanh thu cung cấp dịch vụ,,176.043.236,178.267.937,,,176043236.0,178267937.0
3,3 > 3,3,- Tiến thu từ cung cấp dịch vụ,,146.163.159,195.115.521,,,146163159.0,195115521.0
4,4,4,Công ty CP FIT Cosmetics,Công ty liên kết,,,,,,
4,4 > 4,4,- Doanh thu cung cấp dịch vụ,,911.323.638,549.687.272,,,911323638.0,549687272.0
4,4 > 4,4,- Hàng bán bị trả lại,,-,6.025.008,,,,6025008.0
4,4 > 4,4,- Lợi nhuận từ hợp đồng hợp tác đầu tư,,1.880.191.783,2.323.610.957,,,1880191783.0,2323610957.0
4,4 > 4,4,- Thu lợi nhuận từ hợp đồng hợp tác đầu tư,,1.711.693.150,1.073.972.603,,,1711693150.0,1073972603.0
4,4 > 4,4,- Bản hàng,,-,230.184.000,,,,230184000.0
4,4 > 4,4,- Chuyên tiền hợp tác đầu tư,,-,2.000.000.000,,,,2000000000.0
4,4 > 4,4,- Thu hốt tiền hợp tác đầu tư,,6.475.000.000,38.025.000.000,,,6475000000.0,38025000000.0
4,4 > 4,4,- Mua hàng hóa,,1.425.413.026,231.341.788,,,1425413026.0,231341788.0
4,4 > 4,4,- Trá tiền mua hàng hóa dịch vụ,,85.515.823,81.309.998,,,85515823.0,81309998.0
5,5,5,Công ty CP nước khoảng Khánh Hòa,Công ty con,,,,,,
5,5 > 5,5,- Doanh thu cung cấp dịch vụ,,-,1.541.485.233,,,,1541485233.0
5,5 > 5,5,- Tiến thu từ cung cấp dịch vụ,,-,1.611.886.032,,,,1611886032.0
5,5 > 5,5,- Nhận tiền hợp tác đầu tư,,-,20.000.000.000,,,,20000000000.0
5,5 > 5,5,"- Mua hàng hóa, dịch vụ",,-,2.083.214.582,,,,2083214582.0
5,5 > 5,5,- Trá lại hàng,,-,68.575.000,,,,68575000.0
5,5 > 5,5,- Trá tiền mua hàng hóa dịch vụ,,-,76.434.045,,,,76434045.0
5,5 > 5,5,- Lợi nhuận phải trả từ hợp đồng hợp tác đầu tư,,-,488.246.575,,,,488246575.0
6,6,6,Ông Cao Trọng Hoan,Thành viên HDQT,,,,,,
6,6 > 6,6,- Thu hồi tiền hợp tác đầu tư,,54.019.000.000,-,,,54019000000.0,
6,6 > 6,6,- Chuyên tiền hợp tác đầu tư,,-,224.045.234.800,,,,224045234800.0
6,6 > 6,6,- Lợi nhuận từ hợp tác đầu tư,,10.412.620.560,10.526.826.019,,,10412620560.0,10526826019.0
7,6 > 7,7,Công ty CP Đầu tư Xây dựng và KD Nhà Sài Gòn,Công ty có liên quan đến thành viên HDQT,4.050.837.041,1.370.520.548,,,4050837041.0,1370520548.0
7,6 > 7,7,- Lãi cho vay,,-,26.000.000.000,,,,26000000000.0
7,7,7,- Chuyên tiền cho vay,,,,,,,
