row_label_raw,row_label_full,col_0,31/12/2021 > Giá trịVND,31/12/2021 > Dự phòngVND,01/01/2021 > Giá trịVND,01/01/2021 > Dự phòngVND,numeric__31/12/2021 > Giá trịVND,numeric__31/12/2021 > Dự phòngVND,numeric__01/01/2021 > Giá trịVND,numeric__01/01/2021 > Dự phòngVND
Ngắn hạn,Ngắn hạn,Ngắn hạn,100.848.698.311,(9.512.267.461),164.197.618.716,(9.456.071.050),100848698311.0,-9512267461.0,164197618716.0,-9456071050.0
Phải thu các đối tượng,Phải thu các đối tượng,Phải thu các đối tượng,92.919.875.182,(9.512.267.461),156.334.548.233,(9.456.071.050),92919875182.0,-9512267461.0,156334548233.0,-9456071050.0
- Lãi dự thu,- Lãi dự thu,- Lãi dự thu,64.275.186.110,-,58.730.361.643,-,64275186110.0,,58730361643.0,
"- Kỳ cược, ký quỹ ngắn hạn","- Kỳ cược, ký quỹ ngắn hạn","- Kỳ cược, ký quỹ ngắn hạn",4.268.902.335,-,314.369.356,-,4268902335.0,,314369356.0,
- Tạm ứng,- Tạm ứng,- Tạm ứng,5.166.337.357,(689.833.740),4.264.622.692,(689.833.740),5166337357.0,-689833740.0,4264622692.0,-689833740.0
- Phải thu khoản ứng tiền làm thủ tục XD nhà máy,- Phải thu khoản ứng tiền làm thủ tục XD nhà máy,- Phải thu khoản ứng tiền làm thủ tục XD nhà máy,3.500.000.000,(3.500.000.000),3.500.000.000,(3.500.000.000),3500000000.0,-3500000000.0,3500000000.0,-3500000000.0
Sắn Bình Định,Sắn Bình Định,Sắn Bình Định,,,,,,,,
- Phải thu về cổ phần hóa,Sắn Bình Định > - Phải thu về cổ phần hóa,- Phải thu về cổ phần hóa,5.600.000,-,-,-,5600000.0,,,
- Phải thu khác,Sắn Bình Định > - Phải thu khác,- Phải thu khác,15.703.849.380,(5.322.433.721),89.525.194.542,(5.266.237.310),15703849380.0,-5322433721.0,89525194542.0,-5266237310.0
+ Công Ty CP Đầu Tư Thương Mại Hoa Sen Việt Nam,Sắn Bình Định > + Công Ty CP Đầu Tư Thương Mại Hoa Sen Việt Nam,+ Công Ty CP Đầu Tư Thương Mại Hoa Sen Việt Nam,-,-,59.859.907.000,-,,,59859907000.0,
+ Công ty CP Đầu tư Trị Việt,Sắn Bình Định > + Công ty CP Đầu tư Trị Việt,+ Công ty CP Đầu tư Trị Việt,-,-,13.995.487.500,-,,,13995487500.0,
+ Khác,Sắn Bình Định > + Khác,+ Khác,15.703.849.380,(5.322.433.721),15.669.800.042,(5.266.237.310),15703849380.0,-5322433721.0,15669800042.0,-5266237310.0
Phải thu là bên liên quan,Sắn Bình Định > Phải thu là bên liên quan,Phải thu là bên liên quan,7.928.823.129,-,7.863.070.483,-,7928823129.0,,7863070483.0,
- Công ty CP FIT Cosmetics,Sắn Bình Định > - Công ty CP FIT Cosmetics,- Công ty CP FIT Cosmetics,6.805.598.054,-,6.712.595.138,,6805598054.0,,6712595138.0,
+ Lãi dự thu,Sắn Bình Định > + Lãi dự thu,+ Lãi dự thu,1.535.397.261,,17.095.890,-,1535397261.0,,17095890.0,
+ Khác,Sắn Bình Định > + Khác,+ Khác,5.270.200.793,,6.695.499.248,-,5270200793.0,,6695499248.0,
Lãi dự thu Công ty CP Today Cosmetics,Sắn Bình Định > Lãi dự thu Công ty CP Today Cosmetics,Lãi dự thu Công ty CP Today Cosmetics,1.123.225.075,-,1.150.475.345,-,1123225075.0,,1150475345.0,
Dài hạn,Sắn Bình Định > Dài hạn,Dài hạn,1.483.200.000,-,1.483.200.000,-,1483200000.0,,1483200000.0,
"- Kỳ cược, ký quỹ dài hạn","Sắn Bình Định > - Kỳ cược, ký quỹ dài hạn","- Kỳ cược, ký quỹ dài hạn",1.483.200.000,-,1.483.200.000,-,1483200000.0,,1483200000.0,
,,,102.331.898.311,(9.512.267.461),165.680.818.716,(9.456.071.050),102331898311.0,-9512267461.0,165680818716.0,-9456071050.0
