row_label_raw,row_label_full,col_0,2018VND,2017VND,numeric__2018VND,numeric__2017VND
Lợi nhuận kế toán trước thuế,Lợi nhuận kế toán trước thuế,Lợi nhuận kế toán trước thuế,7.297.135.909.064,8.681.594.192.303,7297135909064.0,8681594192303.0
Các điều chỉnh tăng/(giảm) lợi nhuận theo kế toán,Các điều chỉnh tăng/(giảm) lợi nhuận theo kế toán,Các điều chỉnh tăng/(giảm) lợi nhuận theo kế toán,,,,
Lãi chênh lệch tỷ giá chưa thực hiện,Các điều chỉnh tăng/(giảm) lợi nhuận theo kế toán > Lãi chênh lệch tỷ giá chưa thực hiện,Lãi chênh lệch tỷ giá chưa thực hiện,-,1.414.111,,1414111.0
Chi phí không được khấu trừ,Các điều chỉnh tăng/(giảm) lợi nhuận theo kế toán > Chi phí không được khấu trừ,Chi phí không được khấu trừ,-,752.121.402.644,,752121402644.0
Lợi nhuận nhận được từ các công ty con sau thuế TNDN,Các điều chỉnh tăng/(giảm) lợi nhuận theo kế toán > Lợi nhuận nhận được từ các công ty con sau thuế TNDN,Lợi nhuận nhận được từ các công ty con sau thuế TNDN,(7.296.101.907.388),(9.359.793.869.120),-7296101907388.0,-9359793869120.0
,,,1.034.001.676,73.923.139.938,1034001676.0,73923139938.0
Lỗ tính thuế được sử dụng,Các điều chỉnh tăng/(giảm) lợi nhuận theo kế toán > Lỗ tính thuế được sử dụng,Lỗ tính thuế được sử dụng,-,(73.923.139.938),,-73923139938.0
Thu nhập chịu thuế năm hiện hành,Các điều chỉnh tăng/(giảm) lợi nhuận theo kế toán > Thu nhập chịu thuế năm hiện hành,Thu nhập chịu thuế năm hiện hành,1.034.001.676,-,1034001676.0,
Chi phí thuế TNDN hiện hành,Các điều chỉnh tăng/(giảm) lợi nhuận theo kế toán > Chi phí thuế TNDN hiện hành,Chi phí thuế TNDN hiện hành,206.800.335,-,206800335.0,
Thuế TNDN trích bổ sung cho các năm trước,Các điều chỉnh tăng/(giảm) lợi nhuận theo kế toán > Thuế TNDN trích bổ sung cho các năm trước,Thuế TNDN trích bổ sung cho các năm trước,3.798.718.030,-,3798718030.0,
Tổng chi phí thuế TNDN hiện hành,Các điều chỉnh tăng/(giảm) lợi nhuận theo kế toán > Tổng chi phí thuế TNDN hiện hành,Tổng chi phí thuế TNDN hiện hành,4.005.518.365,-,4005518365.0,
