row_label_raw,row_label_full,col_0,Vốn cổ phần VND,Thặng dư vốn cổ phần VND,Cổ phiếu quỹ VND,Quỹ đầu tư phát triển VND,Lợi nhuận sau thuế chưa phân phối VND,Tổng cộng VND,numeric__Vốn cổ phần VND,numeric__Thặng dư vốn cổ phần VND,numeric__Cổ phiếu quỹ VND,numeric__Quỹ đầu tư phát triển VND,numeric__Lợi nhuận sau thuế chưa phân phối VND,numeric__Tổng cộng VND
Số dư tại ngày 1 tháng 1 năm 2017,Số dư tại ngày 1 tháng 1 năm 2017,Số dư tại ngày 1 tháng 1 năm 2017,8.428.749.560.000,674.149.437.068,(1.093.000.000),502.000.000.000,4.368.745.233.712,13.972.551.230.780,8428749560000.0,674149437068.0,-1093000000.0,502000000000.0,4368745233712.0,13972551230780.0
Vốn cổ phần,Vốn cổ phần,Vốn cổ phần,2.528.235.830.000,2.528.235.830.000,-,-,-,5.056.471.660.000,2528235830000.0,2528235830000.0,,,,5056471660000.0
Lợi nhuận thuần trong năm,Lợi nhuận thuần trong năm,Lợi nhuận thuần trong năm,-,-,-,-,8.681.594.192.303,8.681.594.192.303,,,,,8681594192303.0,8681594192303.0
Trả cổ tức bằng cổ phiếu (Thuyết minh 19),Trả cổ tức bằng cổ phiếu (Thuyết minh 19),Trả cổ tức bằng cổ phiếu (Thuyết minh 19),4.213.804.610.000,-,-,-,(4.213.804.610.000),-,4213804610000.0,,,,-4213804610000.0,
Thu hồi cổ phiếu thường cho nhân viên làm cổ phiếu quỹ,Thu hồi cổ phiếu thường cho nhân viên làm cổ phiếu quỹ,Thu hồi cổ phiếu thường cho nhân viên làm cổ phiếu quỹ,-,-,(600.270.000),-,600.270.000,-,,,-600270000.0,,600270000.0,
"Phân bố vào quỹ khen thưởng, phúc lợi","Phân bố vào quỹ khen thưởng, phúc lợi","Phân bố vào quỹ khen thưởng, phúc lợi",-,-,-,-,(398.481.582.484),(398.481.582.484),,,,,-398481582484.0,-398481582484.0
Thủ lao thành viên Hội đồng Quản trị và Ban Kiểm soát,Thủ lao thành viên Hội đồng Quản trị và Ban Kiểm soát,Thủ lao thành viên Hội đồng Quản trị và Ban Kiểm soát,-,-,-,-,(28.000.000),(28.000.000),,,,,-28000000.0,-28000000.0
Biến động khác,Biến động khác,Biến động khác,-,(186.300.000),-,-,18.357.879.105,18.171.579.105,,-186300000.0,,,18357879105.0,18171579105.0
Số dư tại ngày 1 tháng 1 năm 2018,Số dư tại ngày 1 tháng 1 năm 2018,Số dư tại ngày 1 tháng 1 năm 2018,15.170.790.000.000,3.202.198.967.068,(1.693.270.000),502.000.000.000,8.456.983.382.636,27.330.279.079.704,15170790000000.0,3202198967068.0,-1693270000.0,502000000000.0,8456983382636.0,27330279079704.0
Lợi nhuận thuần trong năm,Lợi nhuận thuần trong năm,Lợi nhuận thuần trong năm,-,-,-,-,7.293.130.390.699,7.293.130.390.699,,,,,7293130390699.0,7293130390699.0
Trả cổ tức bằng cổ phiếu (Thuyết minh 19),Trả cổ tức bằng cổ phiếu (Thuyết minh 19),Trả cổ tức bằng cổ phiếu (Thuyết minh 19),6.068.281.660.000,-,-,-,(6.068.281.660.000),-,6068281660000.0,,,,-6068281660000.0,
Thu hồi cổ phiếu thường cho nhân viên làm cổ phiếu quỹ,Thu hồi cổ phiếu thường cho nhân viên làm cổ phiếu quỹ,Thu hồi cổ phiếu thường cho nhân viên làm cổ phiếu quỹ,-,-,(370.000.000),-,370.000.000,-,,,-370000000.0,,370000000.0,
Phát hành lại cổ phiếu quỹ,Phát hành lại cổ phiếu quỹ,Phát hành lại cổ phiếu quỹ,-,9.361.449.202,2.063.270.000,-,-,11.424.719.202,,9361449202.0,2063270000.0,,,11424719202.0
Phân bố vào các quỹ,Phân bố vào các quỹ,Phân bố vào các quỹ,-,-,-,400.000.000.000,(400.000.000.000),-,,,,400000000000.0,-400000000000.0,
"Phân bố vào quỹ khen thưởng, phúc lợi","Phân bố vào quỹ khen thưởng, phúc lợi","Phân bố vào quỹ khen thưởng, phúc lợi",-,-,-,-,(180.700.000.000),(180.700.000.000),,,,,-180700000000.0,-180700000000.0
Số dư tại ngày 31 tháng 12 năm 2018,Số dư tại ngày 31 tháng 12 năm 2018,Số dư tại ngày 31 tháng 12 năm 2018,21.239.071.660.000,3.211.560.416.270,-,902.000.000.000,9.101.502.113.335,34.454.134.189.605,21239071660000.0,3211560416270.0,,902000000000.0,9101502113335.0,34454134189605.0
