row_label_raw,row_label_full,col_0,31/12/2018USD,1/1/2018USD,numeric__31/12/2018USD,numeric__1/1/2018USD
Tiền và các khoản tương đương tiền,Tiền và các khoản tương đương tiền,Tiền và các khoản tương đương tiền,10.001.058,1.154,10001058.0,1154.0
Các khoản vay,Các khoản vay,Các khoản vay,(30.000.000),-,-30000000.0,
,,,(19.998.942),1.154,-19998942.0,1154.0
