row_label_raw,row_label_full,col_0,31/12/2018VND,1/1/2018VND,numeric__31/12/2018VND,numeric__1/1/2018VND
Bên liên quan,Bên liên quan,Bên liên quan,Bên liên quan,Bên liên quan,,
Công ty con,Công ty con,Công ty con,Công ty con,Công ty con,,
Công ty TNHH Chăn nuôi Hòa Phước,Công ty con > Công ty TNHH Chăn nuôi Hòa Phước,Công ty TNHH Chăn nuôi Hòa Phước,156.000.000.000,156.000.000.000,156000000000.0,156000000000.0
Công ty TNHH MTV Chăn nuôi Hòa Yên,Công ty con > Công ty TNHH MTV Chăn nuôi Hòa Yên,Công ty TNHH MTV Chăn nuôi Hòa Yên,71.700.000.000,-,71700000000.0,
Công ty TNHH Thức ăn Chăn nuôi Hòa Phát Hưng Yên,Công ty con > Công ty TNHH Thức ăn Chăn nuôi Hòa Phát Hưng Yên,Công ty TNHH Thức ăn Chăn nuôi Hòa Phát Hưng Yên,69.600.000.000,93.000.000.000,69600000000.0,93000000000.0
Công ty CP Thép Hòa Phát Hải Dương,Công ty con > Công ty CP Thép Hòa Phát Hải Dương,Công ty CP Thép Hòa Phát Hải Dương,34.000.000.000,-,34000000000.0,
Công ty CP Nội thất Hòa Phát,Công ty con > Công ty CP Nội thất Hòa Phát,Công ty CP Nội thất Hòa Phát,21.000.000.000,-,21000000000.0,
Công ty TNHH Chế tạo Cơ khí Hòa Phát,Công ty con > Công ty TNHH Chế tạo Cơ khí Hòa Phát,Công ty TNHH Chế tạo Cơ khí Hòa Phát,20.000.000.000,-,20000000000.0,
Công ty TNHH Điện lạnh Hòa Phát,Công ty con > Công ty TNHH Điện lạnh Hòa Phát,Công ty TNHH Điện lạnh Hòa Phát,20.000.000.000,6.000.000.000,20000000000.0,6000000000.0
Công ty TNHH Chăn nuôi Hòa Phát Quảng Bình,Công ty con > Công ty TNHH Chăn nuôi Hòa Phát Quảng Bình,Công ty TNHH Chăn nuôi Hòa Phát Quảng Bình,19.600.000.000,45.500.000.000,19600000000.0,45500000000.0
Công ty TNHH Chế tạo máy Xây dựng và Khai thác mỏ Hòa Phát,Công ty con > Công ty TNHH Chế tạo máy Xây dựng và Khai thác mỏ Hòa Phát,Công ty TNHH Chế tạo máy Xây dựng và Khai thác mỏ Hòa Phát,17.800.000.000,-,17800000000.0,
Công ty CP Xây dựng Long Việt,Công ty con > Công ty CP Xây dựng Long Việt,Công ty CP Xây dựng Long Việt,17.000.000.000,-,17000000000.0,
Công ty TNHH MTV Gia cầm Hòa Phát Phú Thọ,Công ty con > Công ty TNHH MTV Gia cầm Hòa Phát Phú Thọ,Công ty TNHH MTV Gia cầm Hòa Phát Phú Thọ,13.200.000.000,-,13200000000.0,
Công ty CP Xây dựng và Phát triển Đô thị Hòa Phát,Công ty con > Công ty CP Xây dựng và Phát triển Đô thị Hòa Phát,Công ty CP Xây dựng và Phát triển Đô thị Hòa Phát,10.500.000.000,134.000.000.000,10500000000.0,134000000000.0
Công ty TNHH Thức ăn Chăn nuôi Hòa Phát Đồng Nai,Công ty con > Công ty TNHH Thức ăn Chăn nuôi Hòa Phát Đồng Nai,Công ty TNHH Thức ăn Chăn nuôi Hòa Phát Đồng Nai,-,85.400.000.000,,85400000000.0
,,,470.400.000.000,519.900.000.000,470400000000.0,519900000000.0
