row_label_raw,row_label_full,col_0,Loại tiền,Lãi suất năm,31/12/2018 VND,1/1/2018 VND,numeric__Loại tiền,numeric__Lãi suất năm,numeric__31/12/2018 VND,numeric__1/1/2018 VND
Bên liên quan,Bên liên quan,Bên liên quan,Bên liên quan,Bên liên quan,Bên liên quan,Bên liên quan,,,,
Công ty con,Công ty con,Công ty con,Công ty con,Công ty con,Công ty con,Công ty con,,,,
Công ty CP Thép Hòa Phát Hải Dương,Công ty con > Công ty CP Thép Hòa Phát Hải Dương,Công ty CP Thép Hòa Phát Hải Dương,VND,0%,26.000.000.000,-,,0.0,26000000000.0,
Công ty TNHH Thép Hòa Phát Hưng Yên,Công ty con > Công ty TNHH Thép Hòa Phát Hưng Yên,Công ty TNHH Thép Hòa Phát Hưng Yên,VND,5%,50.000.000.000,-,,0.05,50000000000.0,
Bên khác,Bên khác,Bên khác,Bên khác,Bên khác,Bên khác,Bên khác,,,,
Vay cá nhân,Bên khác > Vay cá nhân,Vay cá nhân,VND,"9,6%",300.000.000.000,-,,0.096,300000000000.0,
,,,,,376.000.000.000,-,,,376000000000.0,
