row_label_raw,row_label_full,col_0,31/12/2018 > Tỷ lệ %sở hữu,31/12/2018 > Tỷ lệ %quyềnbiểuquyết,31/12/2018 > Giá gốcVND,31/12/2018 > Giá trịhợp lýVND,1/1/2018 > Tỷ lệ %sở hữu,1/1/2018 > Tỷ lệ %quyềnbiểuquyết,1/1/2018 > Giá gốcVND,numeric__31/12/2018 > Tỷ lệ %sở hữu,numeric__31/12/2018 > Tỷ lệ %quyềnbiểuquyết,numeric__31/12/2018 > Giá gốcVND,numeric__31/12/2018 > Giá trịhợp lýVND,numeric__1/1/2018 > Tỷ lệ %sở hữu,numeric__1/1/2018 > Tỷ lệ %quyềnbiểuquyết,numeric__1/1/2018 > Giá gốcVND
Đầu tư góp vốn vào:,Đầu tư góp vốn vào:,Đầu tư góp vốn vào:,Đầu tư góp vốn vào:,Đầu tư góp vốn vào:,Đầu tư góp vốn vào:,Đầu tư góp vốn vào:,Đầu tư góp vốn vào:,Đầu tư góp vốn vào:,Đầu tư góp vốn vào:,,,,,,,
▪ Công ty con,▪ Công ty con,▪ Công ty con,▪ Công ty con,▪ Công ty con,▪ Công ty con,▪ Công ty con,▪ Công ty con,▪ Công ty con,▪ Công ty con,,,,,,,
- Công ty CP Đầu tư Khoáng sản An Thông,▪ Công ty con > - Công ty CP Đầu tư Khoáng sản An Thông,- Công ty CP Đầu tư Khoáng sản An Thông,"99,96%","99,96%",845.030.800.000,,"99,96%","99,96%",845.030.800.000,0.9995999999999999,0.9995999999999999,845030800000.0,,0.9995999999999999,0.9995999999999999,845030800000.0
- Công ty CP Thép Hòa Phát Hải Dương,▪ Công ty con > - Công ty CP Thép Hòa Phát Hải Dương,- Công ty CP Thép Hòa Phát Hải Dương,"99,99%","99,99%",3.595.924.000.000,,"99,99%","99,99%",3.595.924.000.000,0.9998999999999999,0.9998999999999999,3595924000000.0,,0.9998999999999999,0.9998999999999999,3595924000000.0
- Công ty CP Thép Hòa Phát Dung Quất (i),▪ Công ty con > - Công ty CP Thép Hòa Phát Dung Quất (i),- Công ty CP Thép Hòa Phát Dung Quất (i),"99,20%","99,20%",21.687.500.000.000,,"98,67%","98,67%",14.800.000.000.000,0.992,0.992,21687500000000.0,,0.9867,0.9867,14800000000000.0
- Công ty TNHH Thép Hòa Phát Hưng Yên,▪ Công ty con > - Công ty TNHH Thép Hòa Phát Hưng Yên,- Công ty TNHH Thép Hòa Phát Hưng Yên,"100,00%","100,00%",600.000.000.000,,100%,100%,600.000.000.000,1.0,1.0,600000000000.0,,1.0,1.0,600000000000.0
- Công ty TNHH Ông thép Hòa Phát (ii),▪ Công ty con > - Công ty TNHH Ông thép Hòa Phát (ii),- Công ty TNHH Ông thép Hòa Phát (ii),"99,97%","99,97%",1.499.500.000.000,,"99,95%","99,95%",999.500.000.000,0.9997,0.9997,1499500000000.0,,0.9995,0.9995,999500000000.0
- Công ty TNHH Tôn Hòa Phát (i),▪ Công ty con > - Công ty TNHH Tôn Hòa Phát (i),- Công ty TNHH Tôn Hòa Phát (i),"100,00%","100,00%",1.500.000.000.000,,100%,100%,1.000.000.000.000,1.0,1.0,1500000000000.0,,1.0,1.0,1000000000000.0
- Công ty TNHH Thiết bị Phụ tùng Hòa Phát (i),▪ Công ty con > - Công ty TNHH Thiết bị Phụ tùng Hòa Phát (i),- Công ty TNHH Thiết bị Phụ tùng Hòa Phát (i),"99,86%","99,86%",349.500.000.000,,"99,72%","99,72%",179.500.000.000,0.9986,0.9986,349500000000.0,,0.9972,0.9972,179500000000.0
- Công ty CP Nội Thất Hòa Phát,▪ Công ty con > - Công ty CP Nội Thất Hòa Phát,- Công ty CP Nội Thất Hòa Phát,"99,60%","99,60%",398.400.000.000,,"99,60%","99,60%",398.400.000.000,0.996,0.996,398400000000.0,,0.996,0.996,398400000000.0
- Công ty TNHH Điện Lạnh Hòa Phát,▪ Công ty con > - Công ty TNHH Điện Lạnh Hòa Phát,- Công ty TNHH Điện Lạnh Hòa Phát,"99,67%","99,67%",149.500.000.000,,"99,67%","99,67%",149.500.000.000,0.9967,0.9967,149500000000.0,,0.9967,0.9967,149500000000.0
- Công ty CP Xây dựng và Phát triển Đô thịHòa Phát (i),▪ Công ty con > - Công ty CP Xây dựng và Phát triển Đô thịHòa Phát (i),- Công ty CP Xây dựng và Phát triển Đô thịHòa Phát (i),"99,85%","99,85%",1.298.000.000.000,,"99,67%","99,67%",598.000.000.000,0.9984999999999999,0.9984999999999999,1298000000000.0,,0.9967,0.9967,598000000000.0
- Công ty CP Phát triển Nông nghiệp Hòa Phát,▪ Công ty con > - Công ty CP Phát triển Nông nghiệp Hòa Phát,- Công ty CP Phát triển Nông nghiệp Hòa Phát,"99,99%","99,99%",2.879.850.000.000,,"99,99%","99,99%",2.879.850.000.000,0.9998999999999999,0.9998999999999999,2879850000000.0,,0.9998999999999999,0.9998999999999999,2879850000000.0
,,,,,34.803.204.800.000,,,,26.045.704.800.000,,,34803204800000.0,,,,26045704800000.0
▪ Đơn vị khác,▪ Đơn vị khác,▪ Đơn vị khác,▪ Đơn vị khác,▪ Đơn vị khác,▪ Đơn vị khác,▪ Đơn vị khác,▪ Đơn vị khác,▪ Đơn vị khác,▪ Đơn vị khác,,,,,,,
