row_label_raw,row_label_full,Ngày 31/12/2018,Giá trị ghi số Triệu VND > Ngày 31/12/2018,Dòng tiền theo hợp đồng Triệu VND > Ngày 31/12/2018,Trong 1 năm Triệu VND > Ngày 31/12/2018,Trong 1 - 2 năm Triệu VND > Ngày 31/12/2018,Trong 2 - 5 năm Triệu VND > Ngày 31/12/2018,numeric__Giá trị ghi số Triệu VND > Ngày 31/12/2018,numeric__Dòng tiền theo hợp đồng Triệu VND > Ngày 31/12/2018,numeric__Trong 1 năm Triệu VND > Ngày 31/12/2018,numeric__Trong 1 - 2 năm Triệu VND > Ngày 31/12/2018,numeric__Trong 2 - 5 năm Triệu VND > Ngày 31/12/2018
Phải trả người bán và phải trả ngắn hạn khác,Phải trả người bán và phải trả ngắn hạn khác,Phải trả người bán và phải trả ngắn hạn khác,10.421,10.421,10.421,-,-,10421.0,10421.0,10421.0,,
Các khoản vay,Các khoản vay,Các khoản vay,1.075.000,1.202.984,413.964,86.581,702.439,1075000.0,1202984.0,413964.0,86581.0,702439.0
,,,1.085.421,1.213.405,424.385,86.581,702.439,1085421.0,1213405.0,424385.0,86581.0,702439.0
Ngày 1/1/2018,Ngày 1/1/2018,Ngày 1/1/2018,Ngày 1/1/2018,Ngày 1/1/2018,Ngày 1/1/2018,Ngày 1/1/2018,Ngày 1/1/2018,,,,,
Phải trả người bán và phải trả ngắn hạn khác,Ngày 1/1/2018 > Phải trả người bán và phải trả ngắn hạn khác,Phải trả người bán và phải trả ngắn hạn khác,31.931,31.931,31.931,-,-,31931.0,31931.0,31931.0,,
