row_label_raw,row_label_full,col_0,Chi phí sửa chữa văn phòng VND,Công cụ và dụng cụ VND,Chi phí quảng cáo VND,Chi phí làm thủ tục vay VND,Chi phí khác VND,Tổng cộng VND,numeric__Chi phí sửa chữa văn phòng VND,numeric__Công cụ và dụng cụ VND,numeric__Chi phí quảng cáo VND,numeric__Chi phí làm thủ tục vay VND,numeric__Chi phí khác VND,numeric__Tổng cộng VND
Số dư đầu năm,Số dư đầu năm,Số dư đầu năm,-,4.462.366.036,-,-,2.018.757.125,6.481.123.161,,4462366036.0,,,2018757125.0,6481123161.0
Tăng trong năm,Tăng trong năm,Tăng trong năm,67.668.000,531.805.792,6.740.645.455,85.853.157.895,156.109.091,93.349.386.233,67668000.0,531805792.0,6740645455.0,85853157895.0,156109091.0,93349386233.0
Chuyển từ xây dựng cơ bản dở dang,Chuyển từ xây dựng cơ bản dở dang,Chuyển từ xây dựng cơ bản dở dang,2.261.427.490,-,-,-,-,2.261.427.490,2261427490.0,,,,,2261427490.0
Phân bổ trong năm,Phân bổ trong năm,Phân bổ trong năm,(713.864.341),(1.563.714.789),(2.261.481.428),(3.877.239.389),(252.989.305),(8.669.289.252),-713864341.0,-1563714789.0,-2261481428.0,-3877239389.0,-252989305.0,-8669289252.0
Số dư cuối năm,Số dư cuối năm,Số dư cuối năm,1.615.231.149,3.430.457.039,4.479.164.027,81.975.918.506,1.921.876.911,93.422.647.632,1615231149.0,3430457039.0,4479164027.0,81975918506.0,1921876911.0,93422647632.0
