row_label_raw,row_label_full,Ông Nguyễn Hoàng Hải,Tổng Giám đốc,numeric__Tổng Giám đốc
Ông Lê Anh Tuấn,Ông Lê Anh Tuấn,Ông Lê Anh Tuấn,Phó Tổng Giám đốc,
Ông Đào Lê Huy,Ông Đào Lê Huy,Ông Đào Lê Huy,Phó Tổng Giám đốc,
Ông Hoàng Thế Hưng,Ông Hoàng Thế Hưng,Ông Hoàng Thế Hưng,Phó Tổng Giám đốc,
Ông Mai Danh Hiền,Ông Mai Danh Hiền,Ông Mai Danh Hiền,Phó Tổng Giám đốc (Bổ nhiệm từ ngày 01 tháng 6 năm 2021)Giám đốc Tài chính (Miễn nhiệm từ ngày 01 tháng 6 năm 2021),
Ông Tổng Nhật Linh,Ông Tổng Nhật Linh,Ông Tổng Nhật Linh,Kế toán trưởng (Bổ nhiệm từ ngày 01 tháng 4 năm 2021),
Ông Mai Xuân Đông,Ông Mai Xuân Đông,Ông Mai Xuân Đông,Giám đốc Chi nhánh Đà Nẵng,
Ông Lê Nguyễn Thiện Nhơn,Ông Lê Nguyễn Thiện Nhơn,Ông Lê Nguyễn Thiện Nhơn,Giám đốc Chi nhánh Thành phố Hồ Chí Minh,
