row_label_raw,row_label_full,STT,CHỈ TIÊU,Năm nay,Năm trước,numeric__CHỈ TIÊU,numeric__Năm nay,numeric__Năm trước
,,,Những thay đối về tài sản hoạt động,(6.253.583),(1.147.623),,-6253583.0,-1147623.0
09.,LU'U CHUYÊN TIÊN THUẦN TỪ HOẠT ĐỘNG KINH DOANH > 09.,09.,(Tăng)/Giảm các khoản tiền gửi và cho vay các TCTD khác,(2.696.549),918.365,,-2696549.0,918365.0
10.,LU'U CHUYÊN TIÊN THUẦN TỪ HOẠT ĐỘNG KINH DOANH > 10.,10.,Giảm các khoản về kinh doanh chứng khoán,2.957.402,567.259,,2957402.0,567259.0
11.,LU'U CHUYÊN TIÊN THUẦN TỪ HOẠT ĐỘNG KINH DOANH > 11.,11.,(Tăng) các khoản cho vay khách hàng,(4.820.169),(2.155.642),,-4820169.0,-2155642.0
12.,LU'U CHUYÊN TIÊN THUẦN TỪ HOẠT ĐỘNG KINH DOANH > 12.,12.,(Giảm) nguồn dự phòng để bù đắp tổn thất các khoản,(528.720),(539.843),,-528720.0,-539843.0
13.,LU'U CHUYÊN TIÊN THUẦN TỪ HOẠT ĐỘNG KINH DOANH > 13.,13.,(Tăng)/Giảm khác về tài sản hoạt động,(1.165.547),62.238,,-1165547.0,62238.0
,,,Những thay đối về công nợ hoạt động,3.034.623,6.459.812,,3034623.0,6459812.0
14.,LU'U CHUYÊN TIÊN THUẦN TỪ HOẠT ĐỘNG KINH DOANH > 14.,14.,"(Giảm)/Tăng các khoản tiền gửi, tiền vay các TCTD",(1.498.131),3.688.072,,-1498131.0,3688072.0
15.,LU'U CHUYÊN TIÊN THUẦN TỪ HOẠT ĐỘNG KINH DOANH > 15.,15.,(Giảm)/Tăng tiền gửi của khách hàng,(2.235.055),2.130.571,,-2235055.0,2130571.0
16.,LU'U CHUYÊN TIÊN THUẦN TỪ HOẠT ĐỘNG KINH DOANH > 16.,16.,Tăng phát hành giấy tờ có giá (ngoại trừ giấy tờ có giá phát hành được tính vào hoạt động tài chính),5.560.000,490.000,,5560000.0,490000.0
17.,LU'U CHUYÊN TIÊN THUẦN TỪ HOẠT ĐỘNG KINH DOANH > 17.,17.,"Tăng vốn tài trợ, ủy thác đầu tư, cho vay mà TCTD chịu rủi ro",1.172.506,170.172,,1172506.0,170172.0
18,LU'U CHUYÊN TIÊN THUẦN TỪ HOẠT ĐỘNG KINH DOANH > 18,18,Tăng/(Giảm) khác về công nợ hoạt động,43.211,(8.177),,43211.0,-8177.0
19.,LU'U CHUYÊN TIÊN THUẦN TỪ HOẠT ĐỘNG KINH DOANH > 19.,19.,Chi từ các quỹ của tổ chức tín dụng,(7.908),(10.826),,-7908.0,-10826.0
I.,LU'U CHUYÊN TIÊN THUẦN TỪ HOẠT ĐỘNG KINH DOANH > I.,I.,Lưu chuyển tiền thuần từ hoạt động kinh doanh,(2.097.476),6.027.177,,-2097476.0,6027177.0
LU'U CHUYÊN TIÊN THUẦN TỪ HOẠT ĐỘNG ĐẦU TỪ,LU'U CHUYÊN TIÊN THUẦN TỪ HOẠT ĐỘNG ĐẦU TỪ,LU'U CHUYÊN TIÊN THUẦN TỪ HOẠT ĐỘNG ĐẦU TỪ,LU'U CHUYÊN TIÊN THUẦN TỪ HOẠT ĐỘNG ĐẦU TỪ,LU'U CHUYÊN TIÊN THUẦN TỪ HOẠT ĐỘNG ĐẦU TỪ,LU'U CHUYÊN TIÊN THUẦN TỪ HOẠT ĐỘNG ĐẦU TỪ,,,
01.,LU'U CHUYÊN TIÊN THUẦN TỪ HOẠT ĐỘNG ĐẦU TỪ > 01.,01.,Mua sắm tài sản cố định,(23.653),(5.557),,-23653.0,-5557.0
02.,LU'U CHUYÊN TIÊN THUẦN TỪ HOẠT ĐỘNG ĐẦU TỪ > 02.,02.,"Tiền thu từ thanh lý, nhượng bán tài sản cố định",-,660,,,660.0
03.,LU'U CHUYÊN TIÊN THUẦN TỪ HOẠT ĐỘNG ĐẦU TỪ > 03.,03.,"Tiền chi đầu tư, góp vốn vào các đơn vị khác",(591.206),(42.121),,-591206.0,-42121.0
04.,LU'U CHUYÊN TIÊN THUẦN TỪ HOẠT ĐỘNG ĐẦU TỪ > 04.,04.,"Tiền thu đầu tư, góp vốn vào các đơn vị khác",48.900,74.955,,48900.0,74955.0
05.,LU'U CHUYÊN TIÊN THUẦN TỪ HOẠT ĐỘNG ĐẦU TỪ > 05.,05.,"Tiền thu cố tức và lợi nhuận được chia từ các khoản đầu tư, góp vốn dài hạn",9.268,4.235,,9268.0,4235.0
II.,LU'U CHUYÊN TIÊN THUẦN TỪ HOẠT ĐỘNG ĐẦU TỪ > II.,II.,Lưu chuyển tiền thuần từ hoạt động đầu tư,(556.691),32.172,,-556691.0,32172.0
