row_label_raw,row_label_full,Ông Hoàng Văn Ninh,Chủ tịch,numeric__Chủ tịch
Bà Cao Thị Thu Hà,Bà Cao Thị Thu Hà,Bà Cao Thị Thu Hà,Thành viên,
Ông Nguyễn Hoàng Hải,Ông Nguyễn Hoàng Hải,Ông Nguyễn Hoàng Hải,Thành viên,
Ông Lê Mạnh Linh,Ông Lê Mạnh Linh,Ông Lê Mạnh Linh,Thành viên,
Bà Nguyễn Thúy Trang,Bà Nguyễn Thúy Trang,Bà Nguyễn Thúy Trang,Thành viên độc lập,
Ông Phạm Trung Kiên,Ông Phạm Trung Kiên,Ông Phạm Trung Kiên,Thành viên độc lập (Bổ nhiệm từ ngày 27 tháng 4 năm 2021),
