row_label_raw,row_label_full,col_0,Trước điều chỉnh,Sau điều chỉnh,numeric__Trước điều chỉnh,numeric__Sau điều chỉnh
Lợi nhuận sau thuế (triệu VND),Lợi nhuận sau thuế (triệu VND),Lợi nhuận sau thuế (triệu VND),228.409,228.409,228409.0,228409.0
"Trích lập các Quỹ khen thưởng, phúc lợi(triệu VND)","Trích lập các Quỹ khen thưởng, phúc lợi(triệu VND)","Trích lập các Quỹ khen thưởng, phúc lợi(triệu VND)",13.019,12.287,13019.0,12287.0
Lợi nhuận để tính lãi cơ bản trên cổ phiếu (triệu,Lợi nhuận để tính lãi cơ bản trên cổ phiếu (triệu,Lợi nhuận để tính lãi cơ bản trên cổ phiếu (triệu,215.390,216.122,215390.0,216122.0
Số bình quân gia quyền cổ phiếu phổ thông để tính lãi cơ bản (cổ phiếu),Số bình quân gia quyền cổ phiếu phổ thông để tính lãi cơ bản (cổ phiếu),Số bình quân gia quyền cổ phiếu phổ thông để tính lãi cơ bản (cổ phiếu),264.981.265,304.707.628,264981265.0,304707628.0
Lãi cơ bản trên cổ phiếu (VND),Lãi cơ bản trên cổ phiếu (VND),Lãi cơ bản trên cổ phiếu (VND),813,709,813.0,709.0
