row_label_raw,row_label_full,col_0,Dự phònggiảm giá,Dự phòngchung,Dự phòng cụtheế,Tổng cộng,numeric__Dự phònggiảm giá,numeric__Dự phòngchung,numeric__Dự phòng cụtheế,numeric__Tổng cộng
,,,Triệu VND,Triệu VND,Triệu VND,Triệu VND,,,,
Số dư đầu năm nay,Số dư đầu năm nay,Số dư đầu năm nay,(30.722),(26.663),-,(57.385),-30722.0,-26663.0,,-57385.0
Hoàn nhập dự phòng trong năm(Thuyết minh số 25),Hoàn nhập dự phòng trong năm(Thuyết minh số 25),Hoàn nhập dự phòng trong năm(Thuyết minh số 25),9.788,11.783,-,21.571,9788.0,11783.0,,21571.0
Số dư cuối năm nay,Số dư cuối năm nay,Số dư cuối năm nay,(20.934),(14.880),-,(35.814),-20934.0,-14880.0,,-35814.0
,,,Dự phònggiảm giá,Dự phòngchung,Dự phòng cụtheế,Tổng cộng,,,,
,,,Triệu VND,Triệu VND,Triệu VND,Triệu VND,,,,
Số dư đầu năm trước,Số dư đầu năm trước,Số dư đầu năm trước,(27.450),(33.780),-,(61.230),-27450.0,-33780.0,,-61230.0
(Trích lập)/Hoàn nhập dự phòngtrong năm (Thuyết minh số 25),(Trích lập)/Hoàn nhập dự phòngtrong năm (Thuyết minh số 25),(Trích lập)/Hoàn nhập dự phòngtrong năm (Thuyết minh số 25),(3.272),7.117,-,3.845,-3272.0,7117.0,,3845.0
Số dư cuối năm trước,Số dư cuối năm trước,Số dư cuối năm trước,(30.722),(26.663),-,(57.385),-30722.0,-26663.0,,-57385.0
