row_label_raw,row_label_full,col_0,Số cuối năm,VND Số đầu năm,numeric__Số cuối năm,numeric__VND Số đầu năm
Dự án Opal Riverside,Dự án Opal Riverside,Dự án Opal Riverside,146.389.258.375,-,146389258375.0,
Dự án Lux Garden,Dự án Lux Garden,Dự án Lux Garden,118.853.822.379,-,118853822379.0,
Dự án Hiệp Bình Phước - Thủ Đức,Dự án Hiệp Bình Phước - Thủ Đức,Dự án Hiệp Bình Phước - Thủ Đức,110.270.973.582,110.106.580.786,110270973582.0,110106580786.0
Dự án Opal Skyview,Dự án Opal Skyview,Dự án Opal Skyview,66.124.076.709,-,66124076709.0,
Dự án Opal Garden,Dự án Opal Garden,Dự án Opal Garden,59.046.472.955,-,59046472955.0,
Dự án Khu dân cư Gold Hill,Dự án Khu dân cư Gold Hill,Dự án Khu dân cư Gold Hill,45.263.981.174,130.986.143.327,45263981174.0,130986143327.0
Dự án Luxcity,Dự án Luxcity,Dự án Luxcity,27.532.661.084,146.887.835.894,27532661084.0,146887835894.0
Dự án An Viên,Dự án An Viên,Dự án An Viên,4.234.140.806,-,4234140806.0,
Dự án Sunview Town,Dự án Sunview Town,Dự án Sunview Town,-,467.556.109.180,,467556109180.0
Dự án Auris City,Dự án Auris City,Dự án Auris City,-,117.840.290.691,,117840290691.0
Dự án Cara,Dự án Cara,Dự án Cara,-,60.012.156.075,,60012156075.0
Khác,Khác,Khác,6.642.994.584,2.579.206.469,6642994584.0,2579206469.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,584.358.381.648,1.035.968.322.422,584358381648.0,1035968322422.0
