row_label_raw,row_label_full,Các chênh lệch tạm thời,Các chênh lệch tạm thời_1,numeric__Các chênh lệch tạm thời_1
Lỗ chuyển sang các năm sau của các công ty con và chi nhánh,Lỗ chuyển sang các năm sau của các công ty con và chi nhánh,Lỗ chuyển sang các năm sau của các công ty con và chi nhánh,2.585.816.150,2585816150.0
Dự phòng phải thu ngắn hạn khó đòi,Dự phòng phải thu ngắn hạn khó đòi,Dự phòng phải thu ngắn hạn khó đòi,1.745.006.426,1745006426.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,4.330.822.576,4330822576.0
