row_label_raw,row_label_full,col_0,col_1,Ngày 31 tháng 12năm 2016 > Lĩnh vựckinh doanh,Ngày 31 tháng 12năm 2016 > Tỷ lệbiểuquyết(%),Ngày 31 tháng 12năm 2015 > Giá trịghi sốVND,Ngày 31 tháng 12năm 2015 > Tỷ lệbiểuquyết(%),numeric__col_1,numeric__Ngày 31 tháng 12năm 2016 > Lĩnh vựckinh doanh,numeric__Ngày 31 tháng 12năm 2016 > Tỷ lệbiểuquyết(%),numeric__Ngày 31 tháng 12năm 2015 > Giá trịghi sốVND,numeric__Ngày 31 tháng 12năm 2015 > Tỷ lệbiểuquyết(%)
"Công ty Cổ phầnĐầu tư LDG(""LDG"")","Công ty Cổ phầnĐầu tư LDG(""LDG"")","Công ty Cổ phầnĐầu tư LDG(""LDG"")",Kinh doanhBDS,"41,33",461.086.042.448,"41,53",391.194.105.714,,41.33,461086042448.0,41.53,391194105714.0
"Công ty Cổ phầnThương mại vàDịch vụ Bất độngsản Queen Land(""Queen Land"")","Công ty Cổ phầnThương mại vàDịch vụ Bất độngsản Queen Land(""Queen Land"")","Công ty Cổ phầnThương mại vàDịch vụ Bất độngsản Queen Land(""Queen Land"")",Kinh doanhBDS,36,982.803.939,36,1.486.635.587,,36.0,982803939.0,36.0,1486635587.0
"Công ty TNHH Du lịch Địa Óc PhúLạc – Phú Quốc(""Phú Lạc – Phú Quốc"") (i)","Công ty TNHH Du lịch Địa Óc PhúLạc – Phú Quốc(""Phú Lạc – Phú Quốc"") (i)","Công ty TNHH Du lịch Địa Óc PhúLạc – Phú Quốc(""Phú Lạc – Phú Quốc"") (i)",Dịch vụ du lịch,"29,50",117.984.191.311,-,-,,29.5,117984191311.0,,
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,,,580.053.037.698,,392.680.741.301,,,580053037698.0,,392680741301.0
