row_label_raw,row_label_full,col_0,Số cuối năm,VND Số đầu năm,numeric__Số cuối năm,numeric__VND Số đầu năm
"Kỳ quỹ, ký cược cho các hợp đồng tiếp thị và phân phối dự án bất động sản","Kỳ quỹ, ký cược cho các hợp đồng tiếp thị và phân phối dự án bất động sản","Kỳ quỹ, ký cược cho các hợp đồng tiếp thị và phân phối dự án bất động sản",789.276.603.148,467.444.166.078,789276603148.0,467444166078.0
- Dự án chung cư Imperial Plaza,- Dự án chung cư Imperial Plaza,- Dự án chung cư Imperial Plaza,223.582.731.109,136.737.348.000,223582731109.0,136737348000.0
- Dự án Khu đô thị Phú Mỹ An,- Dự án Khu đô thị Phú Mỹ An,- Dự án Khu đô thị Phú Mỹ An,148.552.252.601,-,148552252601.0,
- Dự án Khu trung tâm Nam Rạch Chiếc,- Dự án Khu trung tâm Nam Rạch Chiếc,- Dự án Khu trung tâm Nam Rạch Chiếc,107.130.788.600,-,107130788600.0,
- Dự án Khu dân cư Bầu Mạc,- Dự án Khu dân cư Bầu Mạc,- Dự án Khu dân cư Bầu Mạc,41.389.378.250,-,41389378250.0,
- Dự án Marina Complex,- Dự án Marina Complex,- Dự án Marina Complex,25.500.000.000,-,25500000000.0,
- Dự án Khu dân cư Trung Nghĩa,- Dự án Khu dân cư Trung Nghĩa,- Dự án Khu dân cư Trung Nghĩa,-,41.840.844.644,,41840844644.0
- Khác,- Khác,- Khác,243.121.452.588,288.865.973.434,243121452588.0,288865973434.0
"Vốn góp của các hợp đồng hợp tác kinh doanh (""HĐHTKD"")","Vốn góp của các hợp đồng hợp tác kinh doanh (""HĐHTKD"")","Vốn góp của các hợp đồng hợp tác kinh doanh (""HĐHTKD"")",260.000.000.000,-,260000000000.0,
Tạm ứng đầu tư,Tạm ứng đầu tư,Tạm ứng đầu tư,197.538.062.500,82.996.916.686,197538062500.0,82996916686.0
- Công ty Cổ phần Đầu tư Hạ tầng và Đô thị Dầu khí,- Công ty Cổ phần Đầu tư Hạ tầng và Đô thị Dầu khí,- Công ty Cổ phần Đầu tư Hạ tầng và Đô thị Dầu khí,56.365.830.000,-,56365830000.0,
- Công ty Cổ phần Bất động sản LinkGroup,- Công ty Cổ phần Bất động sản LinkGroup,- Công ty Cổ phần Bất động sản LinkGroup,50.000.000.000,-,50000000000.0,
- Công ty Cổ phần Đầu tư và Thương mại Việt Tín,- Công ty Cổ phần Đầu tư và Thương mại Việt Tín,- Công ty Cổ phần Đầu tư và Thương mại Việt Tín,48.600.000.000,48.600.000.000,48600000000.0,48600000000.0
- Khác,- Khác,- Khác,42.572.232.500,34.396.916.686,42572232500.0,34396916686.0
Tạm ứng nhân viên,Tạm ứng nhân viên,Tạm ứng nhân viên,90.185.639.387,45.082.680.113,90185639387.0,45082680113.0
Chi trả hộ,Chi trả hộ,Chi trả hộ,18.901.698.555,12.994.210.421,18901698555.0,12994210421.0
Phải thu lãi vay,Phải thu lãi vay,Phải thu lãi vay,13.822.225.108,11.129.460.087,13822225108.0,11129460087.0
Tạm ứng vốn,Tạm ứng vốn,Tạm ứng vốn,5.871.230.111,3.194.083.471,5871230111.0,3194083471.0
Cổ tức,Cổ tức,Cổ tức,680.400.000,-,680400000.0,
Khác,Khác,Khác,10.601.299.725,27.298.705.887,10601299725.0,27298705887.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,1.386.877.158.534,650.140.222.743,1386877158534.0,650140222743.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Phải thu bên khác,Trong đó: > Phải thu bên khác,Phải thu bên khác,1.113.141.446.568,637.152.349.777,1113141446568.0,637152349777.0
Phải thu bên liên quan (Thuyết minh số 34),Trong đó: > Phải thu bên liên quan (Thuyết minh số 34),Phải thu bên liên quan (Thuyết minh số 34),273.735.711.966,12.987.872.966,273735711966.0,12987872966.0
