row_label_raw,row_label_full,col_0,Số cuối năm,VND Số đầu năm,numeric__Số cuối năm,numeric__VND Số đầu năm
Ngắn hạn,Ngắn hạn,Ngắn hạn,189.927.067.327,156.027.425.645,189927067327.0,156027425645.0
Vay ngân hàng (Thuyết minh số 26.1),Vay ngân hàng (Thuyết minh số 26.1),Vay ngân hàng (Thuyết minh số 26.1),116.512.773.000,111.786.304.859,116512773000.0,111786304859.0
Vay dài hạn đến hạn trả,Vay dài hạn đến hạn trả,Vay dài hạn đến hạn trả,73.414.294.327,44.241.120.786,73414294327.0,44241120786.0
Dài hạn,Dài hạn,Dài hạn,494.135.360.654,282.586.483.142,494135360654.0,282586483142.0
Vay ngân hàng (Thuyết minh số 26.2),Vay ngân hàng (Thuyết minh số 26.2),Vay ngân hàng (Thuyết minh số 26.2),144.135.360.654,282.586.483.142,144135360654.0,282586483142.0
Trái phiếu (Thuyết minh số 26.3),Trái phiếu (Thuyết minh số 26.3),Trái phiếu (Thuyết minh số 26.3),350.000.000.000,-,350000000000.0,
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,684.062.427.981,438.613.908.787,684062427981.0,438613908787.0
Tình hình tăng giảm các khoản vay như sau:,Tình hình tăng giảm các khoản vay như sau:,Tình hình tăng giảm các khoản vay như sau:,Tình hình tăng giảm các khoản vay như sau:,Tình hình tăng giảm các khoản vay như sau:,,
,,,Năm nay,VND Năm trước,,
Số đầu năm,Tình hình tăng giảm các khoản vay như sau: > Số đầu năm,Số đầu năm,438.613.908.787,120.109.413.376,438613908787.0,120109413376.0
Vay trong năm,Tình hình tăng giảm các khoản vay như sau: > Vay trong năm,Vay trong năm,738.753.924.445,377.653.242.952,738753924445.0,377653242952.0
Trả nợ gốc vay,Tình hình tăng giảm các khoản vay như sau: > Trả nợ gốc vay,Trả nợ gốc vay,(493.305.405.251),(59.148.747.541),-493305405251.0,-59148747541.0
Số cuối năm,Tình hình tăng giảm các khoản vay như sau: > Số cuối năm,Số cuối năm,684.062.427.981,438.613.908.787,684062427981.0,438613908787.0
