row_label_raw,row_label_full,Ông Lương Trí Thìn,Tổng Giám đốc,col_2,numeric__Tổng Giám đốc,numeric__col_2
Ông Nguyễn Khánh Hưng,Ông Nguyễn Khánh Hưng,Ông Nguyễn Khánh Hưng,Phó Tổng Giám đốc,,,
Ông Bùi Ngọc Đức,Ông Bùi Ngọc Đức,Ông Bùi Ngọc Đức,Phó Tổng Giám đốc,,,
Ông Trương Minh Chánh,Ông Trương Minh Chánh,Ông Trương Minh Chánh,Kế toán trưởng,bổ nhiệm ngày 24 tháng 2 năm 2016,,
Bà Đình Thị Lan Phương,Bà Đình Thị Lan Phương,Bà Đình Thị Lan Phương,Kế toán trưởng,miễn nhiệm ngày 24 tháng 2 năm 2016,,
