row_label_raw,row_label_full,Mã số,TÀI SẢN,Thuyết minh,Số cuối năm,Số đầu năm,numeric__TÀI SẢN,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
100,100,100,A. TÀI SẢN NGĂN HẠN,,4.627.026.584.133,2.986.756.550.457,,,4627026584133.0,2986756550457.0
110,110,110,I. Tiền và các khoản tương đương tiền,5,1.818.216.889.701,909.523.073.630,,5.0,1818216889701.0,909523073630.0
111,111,111,1. Tiền,,286.985.130.724,141.160.146.720,,,286985130724.0,141160146720.0
112,112,112,2. Các khoản tương đương tiền,,1.531.231.758.977,768.362.926.910,,,1531231758977.0,768362926910.0
130,130,130,II. Các khoản phải thu ngắn hạn,,1.865.019.675.443,925.131.068.005,,,1865019675443.0,925131068005.0
131,131,131,1. Phải thu ngắn hạn của khách hàng,6,395.605.334.156,172.928.612.418,,6.0,395605334156.0,172928612418.0
132,132,132,2. Trả trước cho người bán ngắn hạn,7,81.292.374.508,106.002.099.245,,7.0,81292374508.0,106002099245.0
135,135,135,3. Phải thu về cho vay ngắn hạn,8,18.238.874.721,14.011.336.802,,8.0,18238874721.0,14011336802.0
136,136,136,4. Phải thu ngắn hạn khác,9,1.386.877.158.534,650.140.222.743,,9.0,1386877158534.0,650140222743.0
137,137,137,5. Dự phòng phải thu ngắn hạn khó đòi,10,(16.994.066.476),(17.951.203.203),,10.0,-16994066476.0,-17951203203.0
140,140,140,III. Hàng tồn kho,11,915.502.618.676,1.122.028.633.093,,11.0,915502618676.0,1122028633093.0
141,141,141,1. Hàng tồn kho,,916.751.839.821,1.122.028.633.093,,,916751839821.0,1122028633093.0
149,149,149,2. Dự phòng giảm giá hàng tồn kho,,(1.249.221.145),-,,,-1249221145.0,
150,150,150,IV. Tài sản ngắn hạn khác,,28.287.400.313,30.073.775.729,,,28287400313.0,30073775729.0
151,151,151,1. Chi phí trả trước ngắn hạn,12,20.299.690.540,20.514.194.940,,12.0,20299690540.0,20514194940.0
152,152,152,2. Thuế GTGT được khấu trừ,,7.982.759.606,9.533.720.770,,,7982759606.0,9533720770.0
153,153,153,3. Thuế và các khoản khác phải thu Nhà nước,,4.950.167,25.860.019,,,4950167.0,25860019.0
