row_label_raw,row_label_full,Chi tiết các khoản vay ngắn hạn từ ngân hàng được trình bày như sau:,Chi tiết các khoản vay ngắn hạn từ ngân hàng được trình bày như sau:_1,Chi tiết các khoản vay ngắn hạn từ ngân hàng được trình bày như sau:_2,Chi tiết các khoản vay ngắn hạn từ ngân hàng được trình bày như sau:_3,Chi tiết các khoản vay ngắn hạn từ ngân hàng được trình bày như sau:_4,numeric__Chi tiết các khoản vay ngắn hạn từ ngân hàng được trình bày như sau:_1,numeric__Chi tiết các khoản vay ngắn hạn từ ngân hàng được trình bày như sau:_2,numeric__Chi tiết các khoản vay ngắn hạn từ ngân hàng được trình bày như sau:_3,numeric__Chi tiết các khoản vay ngắn hạn từ ngân hàng được trình bày như sau:_4
Ngân hàng,Ngân hàng,Ngân hàng,Số cuối năm(VND),Kỳ hạntrả gốc,Mục đíchvay,Hình thứcđảm bảo,,,,
Ngân hàng Thương mại Cổ phần Công thương Việt Nam- Chi nhánh Thủ Thiêm,Ngân hàng Thương mại Cổ phần Công thương Việt Nam- Chi nhánh Thủ Thiêm,Ngân hàng Thương mại Cổ phần Công thương Việt Nam- Chi nhánh Thủ Thiêm,Ngân hàng Thương mại Cổ phần Công thương Việt Nam- Chi nhánh Thủ Thiêm,Ngân hàng Thương mại Cổ phần Công thương Việt Nam- Chi nhánh Thủ Thiêm,Ngân hàng Thương mại Cổ phần Công thương Việt Nam- Chi nhánh Thủ Thiêm,Ngân hàng Thương mại Cổ phần Công thương Việt Nam- Chi nhánh Thủ Thiêm,,,,
Khoản vay 1,Ngân hàng Thương mại Cổ phần Công thương Việt Nam- Chi nhánh Thủ Thiêm > Khoản vay 1,Khoản vay 1,59.968.337.000,Từ ngày 24 tháng 4năm 2017 đến ngày20 tháng 11 năm 2017,Bổ sung vốnlưu động,Tín chấp,59968337000.0,,,
Ngân hàng Thương mại Cổ phần Việt Nam Thịnh Vượng,Ngân hàng Thương mại Cổ phần Việt Nam Thịnh Vượng,Ngân hàng Thương mại Cổ phần Việt Nam Thịnh Vượng,Ngân hàng Thương mại Cổ phần Việt Nam Thịnh Vượng,Ngân hàng Thương mại Cổ phần Việt Nam Thịnh Vượng,Ngân hàng Thương mại Cổ phần Việt Nam Thịnh Vượng,Ngân hàng Thương mại Cổ phần Việt Nam Thịnh Vượng,,,,
Khoản vay 1,Ngân hàng Thương mại Cổ phần Việt Nam Thịnh Vượng > Khoản vay 1,Khoản vay 1,22.081.536.000,Ngày 12 tháng 5năm 2017,Góp vốn thựchiện dự án,Tín chấp,22081536000.0,,,
Ngân hàng Thương mại Cổ phần Công thương Việt Nam- Chi nhánh Thăng Long,Ngân hàng Thương mại Cổ phần Công thương Việt Nam- Chi nhánh Thăng Long,Ngân hàng Thương mại Cổ phần Công thương Việt Nam- Chi nhánh Thăng Long,Ngân hàng Thương mại Cổ phần Công thương Việt Nam- Chi nhánh Thăng Long,Ngân hàng Thương mại Cổ phần Công thương Việt Nam- Chi nhánh Thăng Long,Ngân hàng Thương mại Cổ phần Công thương Việt Nam- Chi nhánh Thăng Long,Ngân hàng Thương mại Cổ phần Công thương Việt Nam- Chi nhánh Thăng Long,,,,
Khoản vay 1,Ngân hàng Thương mại Cổ phần Công thương Việt Nam- Chi nhánh Thăng Long > Khoản vay 1,Khoản vay 1,14.721.024.000,Ngày 13 tháng 1năm 2017,Bổ sung vốnlưu động,Các hợp đồngtiền gửi có kỳhạn có giá trị3.446.290.000VND,14721024000.0,,,
Khoản vay 2,Ngân hàng Thương mại Cổ phần Công thương Việt Nam- Chi nhánh Thăng Long > Khoản vay 2,Khoản vay 2,19.741.876.000,Ngày 23 tháng 7năm 2017,Bổ sung vốnlưu động,Các hợp đồngtiền gửi có kỳhạn có giá trị3.446.290.000VND,19741876000.0,,,
TỔNG CỘNG,Ngân hàng Thương mại Cổ phần Công thương Việt Nam- Chi nhánh Thăng Long > TỔNG CỘNG,TỔNG CỘNG,116.512.773.000,,,,116512773000.0,,,
