row_label_raw,row_label_full,col_0,Số cuối năm > Giá trị,Số cuối năm > Số có khả năng trả nợ,Số đầu năm > Giá trị,Số đầu năm > Số có khả năng trả nợ,numeric__Số cuối năm > Giá trị,numeric__Số cuối năm > Số có khả năng trả nợ,numeric__Số đầu năm > Giá trị,numeric__Số đầu năm > Số có khả năng trả nợ
,,,VND,VND,VND,VND,,,,
a. Các khoản phải trả người bán ngắn hạn,a. Các khoản phải trả người bán ngắn hạn,a. Các khoản phải trả người bán ngắn hạn,1.039.460.744.118,1.039.460.744.118,3.894.482.328.747,3.894.482.328.747,1039460744118.0,1039460744118.0,3894482328747.0,3894482328747.0
Tập đoàn Công nghiệp Than - Khoáng sản Việt Nam,Tập đoàn Công nghiệp Than - Khoáng sản Việt Nam,Tập đoàn Công nghiệp Than - Khoáng sản Việt Nam,190.954.869.801,190.954.869.801,322.515.111.660,322.515.111.660,190954869801.0,190954869801.0,322515111660.0,322515111660.0
Tổng Công ty Xây dựng và Phát triển Hạ tầng,Tổng Công ty Xây dựng và Phát triển Hạ tầng,Tổng Công ty Xây dựng và Phát triển Hạ tầng,98.070.776.390,98.070.776.390,105.028.573.670,105.028.573.670,98070776390.0,98070776390.0,105028573670.0,105028573670.0
Tổng Công ty Sống Đà,Tổng Công ty Sống Đà,Tổng Công ty Sống Đà,46.480.885.494,46.480.885.494,46.480.885.494,46.480.885.494,46480885494.0,46480885494.0,46480885494.0,46480885494.0
Tổng Công ty Lắp máy Việt Nam,Tổng Công ty Lắp máy Việt Nam,Tổng Công ty Lắp máy Việt Nam,20.026.382.739,20.026.382.739,20.226.382.739,20.226.382.739,20026382739.0,20026382739.0,20226382739.0,20226382739.0
Siemens Aktiengesellschaft (I),Siemens Aktiengesellschaft (I),Siemens Aktiengesellschaft (I),4.965.879.145,4.965.879.145,2.483.148.580.687,2.483.148.580.687,4965879145.0,4965879145.0,2483148580687.0,2483148580687.0
Các nhà cung cấp khác,Các nhà cung cấp khác,Các nhà cung cấp khác,678.961.950.549,678.961.950.549,917.082.794.497,917.082.794.497,678961950549.0,678961950549.0,917082794497.0,917082794497.0
b. Phải trả người bán là các bên liên quan (chi tiết tại Thuyết minh số 38),b. Phải trả người bán là các bên liên quan (chi tiết tại Thuyết minh số 38),b. Phải trả người bán là các bên liên quan (chi tiết tại Thuyết minh số 38),3.162.300.726.715,3.162.300.726.715,2.005.985.347.262,2.005.985.347.262,3162300726715.0,3162300726715.0,2005985347262.0,2005985347262.0
,,,4.201.761.470.833,4.201.761.470.833,5.900.467.676.009,5.900.467.676.009,4201761470833.0,4201761470833.0,5900467676009.0,5900467676009.0
