row_label_raw,row_label_full,NÔI DUNG,TRANG,numeric__TRANG
BÁO CÁO CỦA BAN TỔNG GIÁM ĐỐC,BÁO CÁO CỦA BAN TỔNG GIÁM ĐỐC,BÁO CÁO CỦA BAN TỔNG GIÁM ĐỐC,1 - 2,
BÁO CÁO KIỂM TOÁN ĐỘC LẬP,BÁO CÁO KIỂM TOÁN ĐỘC LẬP,BÁO CÁO KIỂM TOÁN ĐỘC LẬP,3 - 4,
BẢNG CÂN ĐỔI KẾ TOÁN HỢP NHẤT,BẢNG CÂN ĐỔI KẾ TOÁN HỢP NHẤT,BẢNG CÂN ĐỔI KẾ TOÁN HỢP NHẤT,5 - 6,
BÁO CÁO KẾT QUÀ HOẠT ĐỘNG KINH DOANH HỢP NHẤT,BẢNG CÂN ĐỔI KẾ TOÁN HỢP NHẤT > BÁO CÁO KẾT QUÀ HOẠT ĐỘNG KINH DOANH HỢP NHẤT,BÁO CÁO KẾT QUÀ HOẠT ĐỘNG KINH DOANH HỢP NHẤT,7,7.0
BÁO CÁO LUU CHUYỄN TIỀN TỆ HỢP NHẤT,BÁO CÁO LUU CHUYỄN TIỀN TỆ HỢP NHẤT,BÁO CÁO LUU CHUYỄN TIỀN TỆ HỢP NHẤT,8 - 9,
THUYẾT MINH BÁO CÁO TÀI CHÍNH HỢP NHẤT,THUYẾT MINH BÁO CÁO TÀI CHÍNH HỢP NHẤT,THUYẾT MINH BÁO CÁO TÀI CHÍNH HỢP NHẤT,10 - 39,
