row_label_raw,row_label_full,Công ty mẹ - Tổng Công ty Điện lực Dầu khí Việt Nam - Công ty Cổ phần > Công ty Cổ phần Dịch vụ Kỹ thuật Điện lực Dầu khí Việt Nam,Số cuối nămVND > 128.733.156.808 > 1.922.822.159,Số đầu nămVND > 128.733.156.808 > 1.992.669.655,numeric__Số cuối nămVND > 128.733.156.808 > 1.922.822.159,numeric__Số đầu nămVND > 128.733.156.808 > 1.992.669.655
Công ty Cổ phần Điện lực Dầu khí Nhơn Trạch 2,Công ty Cổ phần Điện lực Dầu khí Nhơn Trạch 2,Công ty Cổ phần Điện lực Dầu khí Nhơn Trạch 2,992.424.896,38.440.765.897,992424896.0,38440765897.0
,,,131.648.403.863,169.166.592.360,131648403863.0,169166592360.0
