row_label_raw,row_label_full,TÀI SẢN,Mã số,Thuyết minh,Số cuối năm,Số đầu năm,numeric__Mã số,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
A. TÀI SẢN NGĂN HẠN,A. TÀI SẢN NGĂN HẠN,A. TÀI SẢN NGĂN HẠN,100,,16.075.192.778.306,15.251.081.151.956,100.0,,16075192778306.0,15251081151956.0
I. Tiền và các khoản tương đương tiền,I. Tiền và các khoản tương đương tiền,I. Tiền và các khoản tương đương tiền,110,4,5.083.277.330.894,3.185.329.931.901,110.0,4.0,5083277330894.0,3185329931901.0
1. Tiền,1. Tiền,1. Tiền,111,,170.377.330.894,173.809.128.318,111.0,,170377330894.0,173809128318.0
2. Các khoản tương đương tiền,2. Các khoản tương đương tiền,2. Các khoản tương đương tiền,112,,4.912.900.000.000,3.011.520.803.583,112.0,,4912900000000.0,3011520803583.0
II. Đầu tư tài chính ngắn hạn,II. Đầu tư tài chính ngắn hạn,II. Đầu tư tài chính ngắn hạn,120,5,657.920.790.416,176.038.035.938,120.0,5.0,657920790416.0,176038035938.0
1. Đầu tư nằm giữ đến ngày đáo hạn,1. Đầu tư nằm giữ đến ngày đáo hạn,1. Đầu tư nằm giữ đến ngày đáo hạn,123,,657.920.790.416,176.038.035.938,123.0,,657920790416.0,176038035938.0
III. Các khoản phải thu ngắn hạn,III. Các khoản phải thu ngắn hạn,III. Các khoản phải thu ngắn hạn,130,,8.714.021.377.973,7.530.962.791.986,130.0,,8714021377973.0,7530962791986.0
1. Phải thu ngắn hạn của khách hàng,1. Phải thu ngắn hạn của khách hàng,1. Phải thu ngắn hạn của khách hàng,131,6,8.938.119.337.561,7.320.055.298.911,131.0,6.0,8938119337561.0,7320055298911.0
2. Trả trước cho người bán ngắn hạn,2. Trả trước cho người bán ngắn hạn,2. Trả trước cho người bán ngắn hạn,132,7,120.471.089.910,115.357.557.465,132.0,7.0,120471089910.0,115357557465.0
3. Phải thu ngắn hạn khác,3. Phải thu ngắn hạn khác,3. Phải thu ngắn hạn khác,136,8,312.915.441.439,343.075.281.114,136.0,8.0,312915441439.0,343075281114.0
4. Dự phòng phải thu ngắn hạn khó đòi,4. Dự phòng phải thu ngắn hạn khó đòi,4. Dự phòng phải thu ngắn hạn khó đòi,137,9,(657.484.490.937),(247.525.345.504),137.0,9.0,-657484490937.0,-247525345504.0
