row_label_raw,row_label_full,TÀI SẢN,Mã số,Thuyết minh,Số cuối năm,Số đầu năm,numeric__Mã số,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
IV. Hàng tồn kho,IV. Hàng tồn kho,IV. Hàng tồn kho,140,10,1.427.591.320.436,4.186.613.364.909,140.0,10.0,1427591320436.0,4186613364909.0
1. Hàng tồn kho,1. Hàng tồn kho,1. Hàng tồn kho,141,,1.434.323.555.929,4.186.795.764.909,141.0,,1434323555929.0,4186795764909.0
2. Dự phòng giảm giá hàng tồn kho,2. Dự phòng giảm giá hàng tồn kho,2. Dự phòng giảm giá hàng tồn kho,149,,(6.732.235.493),(182.400.000),149.0,,-6732235493.0,-182400000.0
V. Tài sản ngắn hạn khác,V. Tài sản ngắn hạn khác,V. Tài sản ngắn hạn khác,150,,192.381.958.587,172.137.027.222,150.0,,192381958587.0,172137027222.0
1. Chỉ phí trả trước ngắn hạn,1. Chỉ phí trả trước ngắn hạn,1. Chỉ phí trả trước ngắn hạn,151,11,29.273.621.756,39.209.633.649,151.0,11.0,29273621756.0,39209633649.0
2. Thuế giá trị gia tăng được khấu trừ,2. Thuế giá trị gia tăng được khấu trừ,2. Thuế giá trị gia tăng được khấu trừ,152,,161.053.278.815,132.500.096.856,152.0,,161053278815.0,132500096856.0
Thuế và các khoản khác phải thu Nhà nước,Thuế và các khoản khác phải thu Nhà nước,Thuế và các khoản khác phải thu Nhà nước,153,18,2.055.058.016,427.296.717,153.0,18.0,2055058016.0,427296717.0
B. TÀI SẢN DÀI HẠN,B. TÀI SẢN DÀI HẠN,B. TÀI SẢN DÀI HẠN,200,,39.620.509.755.655,42.860.348.445.729,200.0,,39620509755655.0,42860348445729.0
I. Các khoản phải thu dài hạn,I. Các khoản phải thu dài hạn,I. Các khoản phải thu dài hạn,210,,3.022.294.619,41.591.339.201,210.0,,3022294619.0,41591339201.0
1. Phải thu dài hạn của khách hàng,1. Phải thu dài hạn của khách hàng,1. Phải thu dài hạn của khách hàng,211,,1.268.440.794,1.268.440.794,211.0,,1268440794.0,1268440794.0
2. Phải thu dài hạn khác,2. Phải thu dài hạn khác,2. Phải thu dài hạn khác,216,8,1.753.853.825,40.322.898.407,216.0,8.0,1753853825.0,40322898407.0
II. Tài sản cố định,II. Tài sản cố định,II. Tài sản cố định,220,,37.319.569.436.868,40.177.239.576.482,220.0,,37319569436868.0,40177239576482.0
1. Tài sản cố định hữu hình,1. Tài sản cố định hữu hình,1. Tài sản cố định hữu hình,221,12,37.249.074.787.530,40.113.277.709.063,221.0,12.0,37249074787530.0,40113277709063.0
- Nguyễn giá,- Nguyễn giá,- Nguyễn giá,222,,69.502.840.902.510,69.293.799.627.813,222.0,,69502840902510.0,69293799627813.0
- Giá trị hao mòn lũy kế,- Giá trị hao mòn lũy kế,- Giá trị hao mòn lũy kế,223,,(32.253.766.114.980),(29.180.521.918.750),223.0,,-32253766114980.0,-29180521918750.0
2. Tài sản cố định vô hình,2. Tài sản cố định vô hình,2. Tài sản cố định vô hình,227,13,70.494.649.338,63.961.867.419,227.0,13.0,70494649338.0,63961867419.0
- Nguyên giá,- Nguyên giá,- Nguyên giá,228,,113.123.594.604,98.742.512.044,228.0,,113123594604.0,98742512044.0
- Giá trị hao mòn lũy kế,- Giá trị hao mòn lũy kế,- Giá trị hao mòn lũy kế,229,,(42.628.945.266),(34.780.644.625),229.0,,-42628945266.0,-34780644625.0
III. Bất động sản đầu tư,III. Bất động sản đầu tư,III. Bất động sản đầu tư,230,14,,33.528.513,230.0,14.0,,33528513.0
- Nguyên giá,- Nguyên giá,- Nguyên giá,231,,17.545.622.940,17.545.622.940,231.0,,17545622940.0,17545622940.0
- Giá trị hao mòn lũy kế,- Giá trị hao mòn lũy kế,- Giá trị hao mòn lũy kế,232,,(17.545.622.940),(17.512.094.427),232.0,,-17545622940.0,-17512094427.0
IV. Tài sản dở dang dài hạn,IV. Tài sản dở dang dài hạn,IV. Tài sản dở dang dài hạn,240,,217.166.328.196,377.538.888.628,240.0,,217166328196.0,377538888628.0
1. Chỉ phí xây dựng cơ bản dở dang,1. Chỉ phí xây dựng cơ bản dở dang,1. Chỉ phí xây dựng cơ bản dở dang,242,15,217.166.328.196,377.538.888.628,242.0,15.0,217166328196.0,377538888628.0
V. Đầu tư tài chính dài hạn,V. Đầu tư tài chính dài hạn,V. Đầu tư tài chính dài hạn,250,,982.538.690.891,936.917.037.288,250.0,,982538690891.0,936917037288.0
1. Đầu tư vào công ty liên kết,1. Đầu tư vào công ty liên kết,1. Đầu tư vào công ty liên kết,252,5,416.643.121.743,367.903.598.694,252.0,5.0,416643121743.0,367903598694.0
2. Đầu tư góp vốn vào đơn vị khác,2. Đầu tư góp vốn vào đơn vị khác,2. Đầu tư góp vốn vào đơn vị khác,253,5,604.520.976.073,604.520.976.073,253.0,5.0,604520976073.0,604520976073.0
3. Dự phòng đầu tư tài chính dài hạn,3. Dự phòng đầu tư tài chính dài hạn,3. Dự phòng đầu tư tài chính dài hạn,254,5,(38.625.406.925),(35.507.537.479),254.0,5.0,-38625406925.0,-35507537479.0
VI. Tài sản dài hạn khác,VI. Tài sản dài hạn khác,VI. Tài sản dài hạn khác,260,,1.098.213.005.081,1.327.028.075.617,260.0,,1098213005081.0,1327028075617.0
1. Chỉ phí trả trước dài hạn,1. Chỉ phí trả trước dài hạn,1. Chỉ phí trả trước dài hạn,261,11,466.948.731.741,671.717.153.227,261.0,11.0,466948731741.0,671717153227.0
2. Tài sản thuê thu nhập hoãn lại,2. Tài sản thuê thu nhập hoãn lại,2. Tài sản thuê thu nhập hoãn lại,262,,3.937.045.171,,262.0,,3937045171.0,
"3. Thiết bị, vật tư, phụ tùng thay thế dài hạn","3. Thiết bị, vật tư, phụ tùng thay thế dài hạn","3. Thiết bị, vật tư, phụ tùng thay thế dài hạn",263,16,618.325.227.296,639.372.102.109,263.0,16.0,618325227296.0,639372102109.0
4. Lợi thể thương mại,4. Lợi thể thương mại,4. Lợi thể thương mại,269,,9.002.000.873,15.938.820.281,269.0,,9002000873.0,15938820281.0
TỔNG CỘNG TÀI SẢN (270=100+200),TỔNG CỘNG TÀI SẢN (270=100+200),TỔNG CỘNG TÀI SẢN (270=100+200),270,,55.695.702.533.961,58.111.429.597.685,270.0,,55695702533961.0,58111429597685.0
