row_label_raw,row_label_full,Ông Lê Như Lính,Tổng Giám đốc,numeric__Tổng Giám đốc
Bà Nguyễn Thị Ngọc Bích,Bà Nguyễn Thị Ngọc Bích,Bà Nguyễn Thị Ngọc Bích,Phó Tổng Giám đốc,
Ông Nguyễn Duy Giang,Ông Nguyễn Duy Giang,Ông Nguyễn Duy Giang,Phó Tổng Giám đốc,
Ông Nguyễn Mạnh Tường,Ông Nguyễn Mạnh Tường,Ông Nguyễn Mạnh Tường,Phó Tổng Giám đốc,
Ông Phan Đại Thành,Ông Phan Đại Thành,Ông Phan Đại Thành,Phó Tổng Giám đốc,
Ông Nguyễn Minh Đạo,Ông Nguyễn Minh Đạo,Ông Nguyễn Minh Đạo,Phó Tổng Giám đốc,
Ông Nguyễn Kiên,Ông Nguyễn Kiên,Ông Nguyễn Kiên,Phó Tổng Giám đốc (Bố nhiệm ngày 06 tháng 9 năm 2019),
Ông Phan Ngọc Hiền,Ông Phan Ngọc Hiền,Ông Phan Ngọc Hiền,Phó Tổng Giám đốc (Bố nhiệm ngày 30 tháng 8 năm 2019),
Ông Hoàng Văn Nghiệp,Ông Hoàng Văn Nghiệp,Ông Hoàng Văn Nghiệp,Phó Tổng Giám đốc (Nghì hưu ngày 01 tháng 9 năm 2019),
