row_label_raw,row_label_full,col_0,Số đầu năm > Giá trị,Số đầu năm > Số có khả năng trả nợ,Trong năm > Tăng,Trong năm > Giảm,Trong năm > Giảm do thanh lý Công ty con,Số cuối năm > Giá trị,Số cuối năm > Số có khả năng trả nợ,numeric__Số đầu năm > Giá trị,numeric__Số đầu năm > Số có khả năng trả nợ,numeric__Trong năm > Tăng,numeric__Trong năm > Giảm,numeric__Trong năm > Giảm do thanh lý Công ty con,numeric__Số cuối năm > Giá trị,numeric__Số cuối năm > Số có khả năng trả nợ
,,,VND,VND,VND,VND,VND,VND,VND,,,,,,,
Vay dài hạn,Vay dài hạn,Vay dài hạn,19.152.263.076.705,19.152.263.076.705,332.781.197.244,5.878.455.387.068,8.620.385.571,13.597.968.501.310,13.597.968.501.310,19152263076705.0,19152263076705.0,332781197244.0,5878455387068.0,8620385571.0,13597968501310.0,13597968501310.0
Vay dài hạn,Vay dài hạn,Vay dài hạn,19.152.263.076.705,19.152.263.076.705,332.781.197.244,5.878.455.387.068,8.620.385.571,13.597.968.501.310,13.597.968.501.310,19152263076705.0,19152263076705.0,332781197244.0,5878455387068.0,8620385571.0,13597968501310.0,13597968501310.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,,,,,,
Vay dài hạn đến hạn trả,Trong đó: > Vay dài hạn đến hạn trả,Vay dài hạn đến hạn trả,5.848.416.989.135,5.848.416.989.135,,,,5.203.884.042.387,5.203.884.042.387,5848416989135.0,5848416989135.0,,,,5203884042387.0,5203884042387.0
Vay dài hạn,Trong đó: > Vay dài hạn,Vay dài hạn,13.303.846.087.570,13.303.846.087.570,,,,8.394.084.458.923,8.394.084.458.923,13303846087570.0,13303846087570.0,,,,8394084458923.0,8394084458923.0
