row_label_raw,row_label_full,col_0,2022VND,2021VND,numeric__2022VND,numeric__2021VND
Lợi nhuận kế toán trước thuế,Lợi nhuận kế toán trước thuế,Lợi nhuận kế toán trước thuế,18.806.274.860.388,11.204.998.243.771,18806274860388.0,11204998243771.0
Thuế tính ở thuế suất 20%Điều chỉnh:,Thuế tính ở thuế suất 20%Điều chỉnh:,Thuế tính ở thuế suất 20%Điều chỉnh:,3.761.254.972.078,2.240.999.648.754,3761254972078.0,2240999648754.0
Thu nhập không chịu thuế,Thu nhập không chịu thuế,Thu nhập không chịu thuế,(13.496.256.148),(4.203.416.915),-13496256148.0,-4203416915.0
Chi phí không được khấu trừ,Chi phí không được khấu trừ,Chi phí không được khấu trừ,26.809.782.255,141.983.582.834,26809782255.0,141983582834.0
U'u đãi thuế,U'u đãi thuế,U'u đãi thuế,(34.685.927.225),(25.593.700.612),-34685927225.0,-25593700612.0
Chi phí thuế TNDN (*),Chi phí thuế TNDN (*),Chi phí thuế TNDN (*),3.739.882.570.960,2.353.186.114.061,3739882570960.0,2353186114061.0
Chi phí thuế TNDN ghi nhận trong báo cáokết quả hoạt động kinh doanh hợp nhất:,Chi phí thuế TNDN ghi nhận trong báo cáokết quả hoạt động kinh doanh hợp nhất:,Chi phí thuế TNDN ghi nhận trong báo cáokết quả hoạt động kinh doanh hợp nhất:,,,,
Thuế TNDN - hiện hành,Chi phí thuế TNDN ghi nhận trong báo cáokết quả hoạt động kinh doanh hợp nhất: > Thuế TNDN - hiện hành,Thuế TNDN - hiện hành,3.709.948.669.392,2.304.278.491.555,3709948669392.0,2304278491555.0
Thuế TNDN - hoãn lại,Chi phí thuế TNDN ghi nhận trong báo cáokết quả hoạt động kinh doanh hợp nhất: > Thuế TNDN - hoãn lại,Thuế TNDN - hoãn lại,29.933.901.568,48.907.622.506,29933901568.0,48907622506.0
,,,3.739.882.570.960,2.353.186.114.061,3739882570960.0,2353186114061.0
