row_label_raw,row_label_full,Mãsố,NGUỒN VỐN,Thuyếtminh,Tại ngày 31 tháng 12 năm,Tại ngày 31 tháng 12 năm_1,numeric__NGUỒN VỐN,numeric__Thuyếtminh,numeric__Tại ngày 31 tháng 12 năm,numeric__Tại ngày 31 tháng 12 năm_1
Mãsố,Mãsố,Mãsố,NGUỒN VỐN,Thuyếtminh,2022VND,2021VND,,,,
300,Mãsố > 300,300,NỘ PHẢI TRẢ,,21.489.088.811.222,26.575.344.013.434,,,21489088811222.0,26575344013434.0
310,Mãsố > 310,310,Nợ ngắn hạn,,12.487.956.920.689,16.561.261.573.886,,,12487956920689.0,16561261573886.0
311,Mãsố > 311,311,Phải trả người bán ngắn hạn,13,6.652.093.471.748,6.630.916.343.590,,13.0,6652093471748.0,6630916343590.0
312,Mãsố > 312,312,Người mua trả tiền trước ngắn hạn,,128.097.532.572,104.816.808.984,,,128097532572.0,104816808984.0
313,Mãsố > 313,313,Thuế và các khoản phải nộp Nhà nước,14(c),873.530.035.417,555.128.960.547,,,873530035417.0,555128960547.0
314,Mãsố > 314,314,Phải trả người lao động,,252.053.435.717,296.411.234.058,,,252053435717.0,296411234058.0
315,Mãsố > 315,315,Chỉ phí phải trả ngắn hạn,15,2.978.023.503.077,3.858.406.862.854,,15.0,2978023503077.0,3858406862854.0
318,Mãsố > 318,318,Doanh thu chưa thực hiện ngắn hạn,16,341.833.709.291,2.586.888.884.214,,16.0,341833709291.0,2586888884214.0
319,Mãsố > 319,319,Phải trả ngắn hạn khác,17,836.431.004.097,1.470.759.698.318,,17.0,836431004097.0,1470759698318.0
320,Mãsố > 320,320,Vay ngắn hạn,18(a),44.996.858.992,484.740.000.000,,,44996858992.0,484740000000.0
322,Mãsố > 322,322,"Quỹ khen thưởng, phúc lợi",19,380.897.369.778,573.192.781.321,,19.0,380897369778.0,573192781321.0
330,Mãsố > 330,330,Nợ dài hạn,,9.001.131.890.533,10.014.082.439.548,,,9001131890533.0,10014082439548.0
336,Mãsố > 336,336,Doanh thu chưa thực hiện dài hạn,,19.822.419.815,21.600.729.943,,,19822419815.0,21600729943.0
337,Mãsố > 337,337,Phải trả dài hạn khác,,140.713.909.427,114.046.536.416,,,140713909427.0,114046536416.0
338,Mãsố > 338,338,Vay dài hạn,18(b),6.037.962.890.208,7.510.120.451.721,,,6037962890208.0,7510120451721.0
341,Mãsố > 341,341,Thuế thu nhập doanh nghiệp hoãn lạiphải trả,,253.194.790.414,219.007.722.635,,,253194790414.0,219007722635.0
342,Mãsố > 342,342,Dự phòng phải trả dài hạn,20,2.546.853.859.491,2.145.620.277.655,,20.0,2546853859491.0,2145620277655.0
343,Mãsố > 343,343,Quỹ phát triển khoa học và công nghệ,,2.584.021.178,3.686.721.178,,,2584021178.0,3686721178.0
400,Mãsố > 400,400,VỐN CHỦ SỞ HỮU,,61.173.563.555.141,52.192.730.675.130,,,61173563555141.0,52192730675130.0
410,Mãsố > 410,410,Vốn chủ sở hữu,,61.173.563.555.141,52.192.730.675.130,,,61173563555141.0,52192730675130.0
411,Mãsố > 411,411,Vốn góp của chủ sở hữu,"21, 22",19.139.500.000.000,19.139.500.000.000,,,19139500000000.0,19139500000000.0
411a,Mãsố > 411a,411a,- Cổ phiếu phổ thông có quyền biểu quyết,,19.139.500.000.000,19.139.500.000.000,,,19139500000000.0,19139500000000.0
412,Mãsố > 412,412,Thặng dư vốn cổ phần,22,210.679.541.297,210.679.541.297,,22.0,210679541297.0,210679541297.0
414,Mãsố > 414,414,Vốn khác của chủ sở hữu,22,196.658.562.648,196.658.562.648,,22.0,196658562648.0,196658562648.0
418,Mãsố > 418,418,Quỹ đầu tư phát triển,22,21.063.056.727.255,21.053.839.680.240,,22.0,21063056727255.0,21053839680240.0
420,Mãsố > 420,420,Quỹ khác thuộc vốn chủ sở hữu,22,6.287.318.113,6.287.318.113,,22.0,6287318113.0,6287318113.0
421,Mãsố > 421,421,"Lợi nhuận sau thuế (""LNST"") chưaphân phối",22,19.241.492.510.616,10.487.292.270.016,,22.0,19241492510616.0,10487292270016.0
421a,Mãsố > 421a,421a,- LNST chưa phân phối lũy kế củacác năm trước,,4.601.880.959.161,1.959.966.685.399,,,4601880959161.0,1959966685399.0
421b,Mãsố > 421b,421b,- LNST chưa phân phối của năm nay,,14.639.611.551.455,8.527.325.584.617,,,14639611551455.0,8527325584617.0
429,Mãsố > 429,429,Lợi ích cổ đông không kiểm soát,,1.315.888.895.212,1.098.473.302.816,,,1315888895212.0,1098473302816.0
440,Mãsố > 440,440,TỔNG NGUỒN VỐN,,82.662.657.996.363,78.768.074.688.564,,,82662657996363.0,78768074688564.0
