row_label_raw,row_label_full,col_0,"Nhà cửa,vật kiến trúcVND",Máy mócthiết bịVND,Phương tiệnvận tảiVND,Thiết bịquản lýVND,Công trình khí vàcác thiết bị khácVND,Tổng cộngVND,"numeric__Nhà cửa,vật kiến trúcVND",numeric__Máy mócthiết bịVND,numeric__Phương tiệnvận tảiVND,numeric__Thiết bịquản lýVND,numeric__Công trình khí vàcác thiết bị khácVND,numeric__Tổng cộngVND
Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,,,,,,
Tại ngày 1 tháng 1 năm 2022,Nguyên giá > Tại ngày 1 tháng 1 năm 2022,Tại ngày 1 tháng 1 năm 2022,6.632.044.834.604,5.373.131.683.125,892.616.314.007,396.787.495.157,42.774.879.602.495,56.069.459.929.388,6632044834604.0,5373131683125.0,892616314007.0,396787495157.0,42774879602495.0,56069459929388.0
Mua trong năm,Nguyên giá > Mua trong năm,Mua trong năm,20.917.450.205,42.546.511.679,19.534.358.078,57.834.819.040,27.382.822.873,168.215.961.875,20917450205.0,42546511679.0,19534358078.0,57834819040.0,27382822873.0,168215961875.0
Chuyển từ chi phí xây dựngcơ bản dở dang (Thuyết minh 12),Nguyên giá > Chuyển từ chi phí xây dựngcơ bản dở dang (Thuyết minh 12),Chuyển từ chi phí xây dựngcơ bản dở dang (Thuyết minh 12),115.757.261.112,5.098.117.929,10.465.648.566,38.500.000,959.941.407.412,1.091.300.935.019,115757261112.0,5098117929.0,10465648566.0,38500000.0,959941407412.0,1091300935019.0
Thanh lý,Nguyên giá > Thanh lý,Thanh lý,(5.140.134.993),(5.415.521.734),(2.895.635.160),(6.209.705.487),(1.877.770.275),(21.538.767.649),-5140134993.0,-5415521734.0,-2895635160.0,-6209705487.0,-1877770275.0,-21538767649.0
Tại ngày 31 tháng 12 năm 2022,Nguyên giá > Tại ngày 31 tháng 12 năm 2022,Tại ngày 31 tháng 12 năm 2022,6.763.579.410.928,5.415.360.790.999,919.720.685.491,448.451.108.710,43.760.326.062.505,57.307.438.058.633,6763579410928.0,5415360790999.0,919720685491.0,448451108710.0,43760326062505.0,57307438058633.0
Khấu hao lũy kế,Khấu hao lũy kế,Khấu hao lũy kế,Khấu hao lũy kế,Khấu hao lũy kế,Khấu hao lũy kế,Khấu hao lũy kế,Khấu hao lũy kế,Khấu hao lũy kế,,,,,,
Tại ngày 1 tháng 1 năm 2022,Khấu hao lũy kế > Tại ngày 1 tháng 1 năm 2022,Tại ngày 1 tháng 1 năm 2022,4.736.471.077.114,3.132.641.245.692,733.442.211.045,339.441.397.705,29.439.420.729.520,38.381.416.661.076,4736471077114.0,3132641245692.0,733442211045.0,339441397705.0,29439420729520.0,38381416661076.0
Khấu hao trong năm,Khấu hao lũy kế > Khấu hao trong năm,Khấu hao trong năm,311.967.509.140,330.772.662.007,23.999.431.240,44.169.852.407,2.260.599.322.837,2.971.508.777.631,311967509140.0,330772662007.0,23999431240.0,44169852407.0,2260599322837.0,2971508777631.0
Thanh lý,Khấu hao lũy kế > Thanh lý,Thanh lý,(5.140.134.993),(5.332.993.972),(2.895.635.160),(6.177.305.145),(1.877.770.275),(21.423.839.545),-5140134993.0,-5332993972.0,-2895635160.0,-6177305145.0,-1877770275.0,-21423839545.0
Tại ngày 31 tháng 12 năm 2022,Khấu hao lũy kế > Tại ngày 31 tháng 12 năm 2022,Tại ngày 31 tháng 12 năm 2022,5.043.298.451.261,3.458.080.913.727,754.546.007.125,377.433.944.967,31.698.142.282.082,41.331.501.599.162,5043298451261.0,3458080913727.0,754546007125.0,377433944967.0,31698142282082.0,41331501599162.0
Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,,,,,,
Tại ngày 1 tháng 1 năm 2022,Giá trị còn lại > Tại ngày 1 tháng 1 năm 2022,Tại ngày 1 tháng 1 năm 2022,1.895.573.757.490,2.240.490.437.433,159.174.102.962,57.346.097.452,13.335.458.872.975,17.688.043.268.312,1895573757490.0,2240490437433.0,159174102962.0,57346097452.0,13335458872975.0,17688043268312.0
Tại ngày 31 tháng 12 năm 2022,Giá trị còn lại > Tại ngày 31 tháng 12 năm 2022,Tại ngày 31 tháng 12 năm 2022,1.720.280.959.667,1.957.279.877.272,165.174.678.366,71.017.163.743,12.062.183.780.423,15.975.936.459.471,1720280959667.0,1957279877272.0,165174678366.0,71017163743.0,12062183780423.0,15975936459471.0
