row_label_raw,row_label_full,Ông Hoàng Văn Quang,Tổng Giám đốc,numeric__Tổng Giám đốc
Ông Phạm Đăng Nam,Ông Phạm Đăng Nam,Ông Phạm Đăng Nam,Phó Tổng Giám đốc,
Ông Phạm Văn Phong,Ông Phạm Văn Phong,Ông Phạm Văn Phong,Phó Tổng Giám đốc,
Ông Huỳnh Quang Hải,Ông Huỳnh Quang Hải,Ông Huỳnh Quang Hải,Phó Tổng Giám đốc,
Ông Nguyễn Thanh Bình,Ông Nguyễn Thanh Bình,Ông Nguyễn Thanh Bình,Phó Tổng Giám đốc,
Ông Trần Nhật Huy,Ông Trần Nhật Huy,Ông Trần Nhật Huy,Phó Tổng Giám đốc(từ ngày 16 tháng 12 năm 2022),
Ông Nguyễn Thanh Nghị,Ông Nguyễn Thanh Nghị,Ông Nguyễn Thanh Nghị,Phó Tổng Giám đốc(đến ngày 1 tháng 1 năm 2023),
