row_label_raw,row_label_full,Mã số,TÀI SẢN,Thuyết minh,Tại ngày 31 tháng 12 năm > 2022 VND,Tại ngày 31 tháng 12 năm > 2021 VND,numeric__TÀI SẢN,numeric__Thuyết minh,numeric__Tại ngày 31 tháng 12 năm > 2022 VND,numeric__Tại ngày 31 tháng 12 năm > 2021 VND
100,100,100,TÀI SẢN NGẮN HẠN,,55.651.707.958.020,51.394.724.017.298,,,55651707958020.0,51394724017298.0
110,110,110,Tiền và các khoản tương đương tiền,3,10.549.337.638.537,5.300.330.735.432,,3.0,10549337638537.0,5300330735432.0
111,111,111,Tiền,,1.318.137.638.537,1.395.849.592.442,,,1318137638537.0,1395849592442.0
112,112,112,Các khoản tương đương tiền,,9.231.200.000.000,3.904.481.142.990,,,9231200000000.0,3904481142990.0
120,120,120,Khoản đầu tư tài chính ngắn hạn,,23.726.498.790.237,24.799.825.654.952,,,23726498790237.0,24799825654952.0
123,123,123,Đầu tư nắm giữ đến ngày đáo hạn,4(a),23.726.498.790.237,24.799.825.654.952,,,23726498790237.0,24799825654952.0
130,130,130,Các khoản phải thu ngắn hạn,,16.191.131.770.955,16.920.192.497.611,,,16191131770955.0,16920192497611.0
131,131,131,Phải thu ngắn hạn của khách hàng,5,9.210.085.888.347,10.598.392.744.659,,5.0,9210085888347.0,10598392744659.0
132,132,132,Trả trước cho người bán ngắn hạn,6(a),223.750.541.755,413.405.237.823,,,223750541755.0,413405237823.0
136,136,136,Phải thu ngắn hạn khác,7(a),7.492.404.206.264,6.600.033.423.287,,,7492404206264.0,6600033423287.0
137,137,137,Dự phòng phải thu ngắn hạn khó đòi,8,(737.052.792.533),(691.638.908.158),,8.0,-737052792533.0,-691638908158.0
139,139,139,Tài sản thiếu chờ xử lý,,1.943.927.122,-,,,1943927122.0,
140,140,140,Hàng tồn kho,9,4.102.441.805.643,3.241.216.225.272,,9.0,4102441805643.0,3241216225272.0
141,141,141,Hàng tồn kho,,4.185.337.349.642,3.324.677.623.426,,,4185337349642.0,3324677623426.0
149,149,149,Dự phòng giảm giá hàng tồn kho,,(82.895.543.999),(83.461.398.154),,,-82895543999.0,-83461398154.0
150,150,150,Tài sản ngắn hạn khác,,1.082.297.952.648,1.133.158.904.031,,,1082297952648.0,1133158904031.0
151,151,151,Chi phí trả trước ngắn hạn,10(a),83.670.910.085,70.496.425.796,,,83670910085.0,70496425796.0
152,152,152,"Thuế Giá trị Gia tăng (""GTGT"") được khấu trừ",14(a),949.414.975.835,1.011.375.951.717,,,949414975835.0,1011375951717.0
153,153,153,Thuế và các khoản phải thu Nhà nước,14(b),49.212.066.728,51.286.526.518,,,49212066728.0,51286526518.0
