row_label_raw,row_label_full,col_0,2022,2022_1,2021,2021_1,numeric__2022,numeric__2022_1,numeric__2021,numeric__2021_1
,,,Giá gốc VND,Dự phòng VND,Giá gốc VND,Dự phòng VND,,,,
Hàng mua đang di đường,Hàng mua đang di đường,Hàng mua đang di đường,2.143.183.034.995,-,483.695.674.196,-,2143183034995.0,,483695674196.0,
"Vật tư, phụ tùng thay thế","Vật tư, phụ tùng thay thế","Vật tư, phụ tùng thay thế",758.149.103.437,(82.895.543.999),687.105.659.115,(83.461.398.154),758149103437.0,-82895543999.0,687105659115.0,-83461398154.0
Nguyên vật liệu,Nguyên vật liệu,Nguyên vật liệu,270.955.348.957,-,300.373.318.227,-,270955348957.0,,300373318227.0,
"Công cụ, dụng cụ","Công cụ, dụng cụ","Công cụ, dụng cụ",38.958.730.158,-,36.469.639.703,-,38958730158.0,,36469639703.0,
Chi phí SXKD dở dang,Chi phí SXKD dở dang,Chi phí SXKD dở dang,1.828.372.427,-,9.917.814.305,-,1828372427.0,,9917814305.0,
Thành phẩm,Thành phẩm,Thành phẩm,156.146.840.925,-,110.093.604.921,-,156146840925.0,,110093604921.0,
Hàng hóa,Hàng hóa,Hàng hóa,741.501.719.100,-,1.634.757.305.235,-,741501719100.0,,1634757305235.0,
Hàng gửi đi bán,Hàng gửi đi bán,Hàng gửi đi bán,74.614.199.643,-,62.264.607.724,-,74614199643.0,,62264607724.0,
,,,4.185.337.349.642,(82.895.543.999),3.324.677.623.426,(83.461.398.154),4185337349642.0,-82895543999.0,3324677623426.0,-83461398154.0
