row_label_raw,row_label_full,Mãsố,Thuyếtminh,Năm tài chính kết thúcngày 31 tháng 12 năm,Năm tài chính kết thúcngày 31 tháng 12 năm_1,numeric__Thuyếtminh,numeric__Năm tài chính kết thúcngày 31 tháng 12 năm,numeric__Năm tài chính kết thúcngày 31 tháng 12 năm_1
Mãsố,Mãsố,Mãsố,Thuyếtminh,2022VND,2021VND,,,
LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,,,
01,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 01,01,Lợi nhuận kế toán trước thuếĐiều chỉnh cho các khoản:,18.806.274.860.388,11.204.998.243.771,,18806274860388.0,11204998243771.0
02,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 02,02,"Khấu hao tài sản cố định (""TSCĐ""), bất động sảnđầu tư và phân bổ lợi thế thương mại",3.022.954.831.285,3.073.271.794.099,,3022954831285.0,3073271794099.0
03,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 03,03,Các khoản dự phòng,446.081.612.056,738.511.937.955,,446081612056.0,738511937955.0
04,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 04,04,Lỗ/(lãi) chênh lệch tỷ giá hối đoái do đánh giá laicác khoản mục tiền tệ có gốc ngoại tệ,73.300.232.774,(128.144.388.297),,73300232774.0,-128144388297.0
05,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 05,05,Lãi từ hoạt động đầu tư,(1.335.908.271.004),(1.108.893.203.844),,-1335908271004.0,-1108893203844.0
06,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 06,06,Chi phí lãi vay,336.861.023.097,304.138.743.377,,336861023097.0,304138743377.0
08,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 08,08,Lợi nhuận từ hoạt động kinh doanh trướcnhùng thay đổi vốn lưu động,21.349.564.288.596,14.083.883.127.061,,21349564288596.0,14083883127061.0
09,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 09,09,Giảm/(tăng) các khoản phải thu,782.276.386.743,(7.153.185.991.469),,782276386743.0,-7153185991469.0
10,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 10,10,Tăng hàng tồn kho,(860.659.726.216),(1.612.418.420.953),,-860659726216.0,-1612418420953.0
11,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 11,11,(Giảm)/tăng các khoản phải trả,(3.677.892.636.800),7.800.920.353.900,,-3677892636800.0,7800920353900.0
12,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 12,12,Tăng chi phí trả trước,(266.779.341.486),(2.740.310.183.509),,-266779341486.0,-2740310183509.0
14,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 14,14,Tiền lãi vay đã trả,(537.119.783.618),(262.442.294.782),,-537119783618.0,-262442294782.0
15,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 15,15,Tiền thuế TNDN đã nộp,(3.451.711.192.375),(2.274.967.189.845),,-3451711192375.0,-2274967189845.0
17,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 17,17,Tiền chi khác từ hoạt động kinh doanh,(545.607.495.656),(246.658.174.204),,-545607495656.0,-246658174204.0
20,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 20,20,Lưu chuyển tiền thuần từ hoạt động kinh doanh,12.792.070.499.188,7.594.821.226.199,,12792070499188.0,7594821226199.0
LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TỪ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TỪ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TỪ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TỪ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TỪ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TỪ,,,
21,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TỪ > 21,21,"Tiền chi để mua sắm, xây dựng TSCĐ vàcác tài sản dài hạn khác",(2.009.673.196.429),(4.747.172.910.132),,-2009673196429.0,-4747172910132.0
22,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TỪ > 22,22,Tiền thu từ thanh lý TSCĐ,570.658.941,180.667.761.327,,570658941.0,180667761327.0
23,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TỪ > 23,23,Tiền chi gửi ngân hàng có kỳ hạn,(40.741.761.303.346),(41.510.884.348.748),,-40741761303346.0,-41510884348748.0
24,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TỪ > 24,24,Tiền thu hồi tiền gửi ngân hàng có kỳ hạn,41.815.088.168.061,38.324.295.021.308,,41815088168061.0,38324295021308.0
27,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TỪ > 27,27,"Tiền thu lãi tiền gửi, cổ tức và lợi nhuận được chia",1.200.815.213.928,998.038.096.084,,1200815213928.0,998038096084.0
30,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TỪ > 30,30,Lưu chuyển tiền thuần từ hoạt động đầu tư,265.039.541.155,(6.755.056.380.161),,265039541155.0,-6755056380161.0
LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,,,
31,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > 31,31,Tiền thu từ nhận vốn góp của chủ sở hữu,118.345.978.175,-,,118345978175.0,
33,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > 33,33,Tiền thu từ vay,1.325.381.539.466,6.246.927.650.109,,1325381539466.0,6246927650109.0
34,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > 34,34,Tiền chi trả nợ gốc vay,(3.370.675.691.680),(1.156.321.500.000),,-3370675691680.0,-1156321500000.0
36,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > 36,36,Tiền chi trả cổ tức cho cổ đông,(5.882.313.058.641),(5.864.872.815.742),,-5882313058641.0,-5864872815742.0
40,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > 40,40,Lưu chuyển thuần từ hoạt động tài chính,(7.809.261.232.680),(774.266.665.633),,-7809261232680.0,-774266665633.0
50,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > 50,50,Lưu chuyển tiền thuần trong năm,5.247.848.807.663,65.498.180.405,,5247848807663.0,65498180405.0
60,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > 60,60,Tiền và tương đương tiền đầu năm3,5.300.330.735.432,5.237.246.729.402,,5300330735432.0,5237246729402.0
61,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > 61,61,Ảnh hưởng của thay đổi tỷ giá hối đoái quy đổi ngoại tệ,1.158.095.442,(2.414.174.375),,1158095442.0,-2414174375.0
70,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > 70,70,Tiền và tương đương tiền cuối năm3,10.549.337.638.537,5.300.330.735.432,,10549337638537.0,5300330735432.0
