row_label_raw,row_label_full,col_0,Loại tiền tệ,1/1/2022 VND,Tăng thêm VND,Trả nợ VND,Chênh lệch tỷ giá VND,31/12/2022 VND,numeric__Loại tiền tệ,numeric__1/1/2022 VND,numeric__Tăng thêm VND,numeric__Trả nợ VND,numeric__Chênh lệch tỷ giá VND,numeric__31/12/2022 VND
"Ngân Hàng MUFG Bank, Ltd., Chi nhánh Thành phố Hồ Chí Minh","Ngân Hàng MUFG Bank, Ltd., Chi nhánh Thành phố Hồ Chí Minh","Ngân Hàng MUFG Bank, Ltd., Chi nhánh Thành phố Hồ Chí Minh",USD,3.558.850.000.000,720.463.000.000,(4.321.743.000.000),42.430.000.000,-,,3558850000000.0,720463000000.0,-4321743000000.0,42430000000.0,
"Ngân hàng DBS Bank, Singapore","Ngân hàng DBS Bank, Singapore","Ngân hàng DBS Bank, Singapore",USD,-,2.277.900.000.000,(1.239.876.000.000),99.476.000.000,1.137.500.000.000,,,2277900000000.0,-1239876000000.0,99476000000.0,1137500000000.0
"Ngân hàng Sumitomo Mitsui Banking Corporation, Chi nhánh Thành phố Hồ Chí Minh","Ngân hàng Sumitomo Mitsui Banking Corporation, Chi nhánh Thành phố Hồ Chí Minh","Ngân hàng Sumitomo Mitsui Banking Corporation, Chi nhánh Thành phố Hồ Chí Minh",USD,2.991.350.000.000,2.610.260.000.000,(4.547.509.000.000),95.899.000.000,1.150.000.000.000,,2991350000000.0,2610260000000.0,-4547509000000.0,95899000000.0,1150000000000.0
"Ngân hàng BNP Paribas, Chi nhánh Thành phố Hồ Chí Minh","Ngân hàng BNP Paribas, Chi nhánh Thành phố Hồ Chí Minh","Ngân hàng BNP Paribas, Chi nhánh Thành phố Hồ Chí Minh",USD,1.138.000.000.000,1.155.160.000.000,(2.324.560.000.000),31.400.000.000,-,,1138000000000.0,1155160000000.0,-2324560000000.0,31400000000.0,
"Ngân hàng Mizuho Bank, Ltd., Chi nhánh Thành phố Hồ Chí Minh","Ngân hàng Mizuho Bank, Ltd., Chi nhánh Thành phố Hồ Chí Minh","Ngân hàng Mizuho Bank, Ltd., Chi nhánh Thành phố Hồ Chí Minh",USD,1.150.500.000.000,-,(1.166.000.000.000),15.500.000.000,-,,1150500000000.0,,-1166000000000.0,15500000000.0,
Ngân hàng thương mại cổ phần Ngoại thương Việt Nam,Ngân hàng thương mại cổ phần Ngoại thương Việt Nam,Ngân hàng thương mại cổ phần Ngoại thương Việt Nam,VND,-,2.050.000.000.000,-,-,2.050.000.000.000,,,2050000000000.0,,,2050000000000.0
,,,,8.838.700.000.000,8.813.783.000.000,(13.599.688.000.000),284.705.000.000,4.337.500.000.000,,8838700000000.0,8813783000000.0,-13599688000000.0,284705000000.0,4337500000000.0
