row_label_raw,row_label_full,col_0,31/12/2022 và 1/1/2022,31/12/2022 và 1/1/2022_1,numeric__31/12/2022 và 1/1/2022,numeric__31/12/2022 và 1/1/2022_1
,,,VND,%,,
Tổng Công ty Đầu tư và Kinh doanh Vốn Nhà nước,Tổng Công ty Đầu tư và Kinh doanh Vốn Nhà nước,Tổng Công ty Đầu tư và Kinh doanh Vốn Nhà nước,7.524.766.020.000,"36,00%",7524766020000.0,0.36
Vốn góp của các cổ đông khác,Vốn góp của các cổ đông khác,Vốn góp của các cổ đông khác,13.374.788.430.000,"64,00%",13374788430000.0,0.64
,,,20.899.554.450.000,"100,00%",20899554450000.0,1.0
