row_label_raw,row_label_full,col_0,2022VND,2021VND,numeric__2022VND,numeric__2021VND
Tổng doanh thu,Tổng doanh thu,Tổng doanh thu,Tổng doanh thu,Tổng doanh thu,,
▪ Bán thành phẩm,Tổng doanh thu > ▪ Bán thành phẩm,▪ Bán thành phẩm,49.022.491.211.051,51.388.071.208.033,49022491211051.0,51388071208033.0
▪ Bán hàng hóa,Tổng doanh thu > ▪ Bán hàng hóa,▪ Bán hàng hóa,727.135.152.572,509.703.654.961,727135152572.0,509703654961.0
▪ Các dịch vụ khác,Tổng doanh thu > ▪ Các dịch vụ khác,▪ Các dịch vụ khác,31.685.823.251,27.065.369.178,31685823251.0,27065369178.0
▪ Cho thuê bất động sản đầu tư,Tổng doanh thu > ▪ Cho thuê bất động sản đầu tư,▪ Cho thuê bất động sản đầu tư,7.472.976.033,4.701.165.148,7472976033.0,4701165148.0
▪ Doanh thu khác,Tổng doanh thu > ▪ Doanh thu khác,▪ Doanh thu khác,80.467.226.293,97.050.165.102,80467226293.0,97050165102.0
,,,49.869.252.389.200,52.026.591.562.422,49869252389200.0,52026591562422.0
Trừ đi các khoản giảm trừ doanh thu,Trừ đi các khoản giảm trừ doanh thu,Trừ đi các khoản giảm trừ doanh thu,Trừ đi các khoản giảm trừ doanh thu,Trừ đi các khoản giảm trừ doanh thu,,
▪ Chiết khấu thương mại,Trừ đi các khoản giảm trừ doanh thu > ▪ Chiết khấu thương mại,▪ Chiết khấu thương mại,65.568.727.221,54.732.323.443,65568727221.0,54732323443.0
▪ Hàng bán bị trả lại,Trừ đi các khoản giảm trừ doanh thu > ▪ Hàng bán bị trả lại,▪ Hàng bán bị trả lại,8.271.175.080,5.041.527.190,8271175080.0,5041527190.0
,,,73.839.902.301,59.773.850.633,73839902301.0,59773850633.0
Doanh thu thuần,Trừ đi các khoản giảm trừ doanh thu > Doanh thu thuần,Doanh thu thuần,49.795.412.486.899,51.966.817.711.789,49795412486899.0,51966817711789.0
