row_label_raw,row_label_full,Bên liên quan,Mối quan hệ,Nội dung nghiệp vụ,Đơn vị tính: VND > Năm nay,Đơn vị tính: VND > Năm trước,numeric__Mối quan hệ,numeric__Nội dung nghiệp vụ,numeric__Đơn vị tính: VND > Năm nay,numeric__Đơn vị tính: VND > Năm trước
Công ty Tân Liên Phát,Công ty Tân Liên Phát,Công ty Tân Liên Phát,Công ty con,Cho vay,-,18.512.108.000.000,,,,18512108000000.0
Công ty Tân Liên Phát,Công ty Tân Liên Phát,Công ty Tân Liên Phát,Công ty con,Thu hồi khoản vay,(9.129.463.171.364),(9.382.644.828.636),,,-9129463171364.0,-9382644828636.0
Công ty Tân Liên Phát,Công ty Tân Liên Phát,Công ty Tân Liên Phát,Công ty con,Lãi vay phải thu,34.227.599.185,452.930.114.616,,,34227599185.0,452930114616.0
Công ty Tân Liên Phát,Công ty Tân Liên Phát,Công ty Tân Liên Phát,Công ty con,Lãi vay đã thu,(483.342.955.102),-,,,-483342955102.0,
Công ty Tân Liên Phát,Công ty Tân Liên Phát,Công ty Tân Liên Phát,Công ty con,Doanh thu cung cấp dịch vụ quản lý phải thu,-,340.583.212.627,,,,340583212627.0
Công ty Tân Liên Phát,Công ty Tân Liên Phát,Công ty Tân Liên Phát,Công ty con,Doanh thu cung cấp dịch vụ quản lý đã thu,(483.262.650.657),(100.000.000.000),,,-483262650657.0,-100000000000.0
Công ty Tân Liên Phát,Công ty Tân Liên Phát,Công ty Tân Liên Phát,Công ty con,Nhận chuyển nhượng khoản đầu tư,-,(7.649.170.204.823),,,,-7649170204823.0
Công ty Tân Liên Phát,Công ty Tân Liên Phát,Công ty Tân Liên Phát,Công ty con,Thanh toán giá mua khoản đầu tư,7.649.167.285.200,-,,,7649167285200.0,
Công ty Tân Liên Phát,Công ty Tân Liên Phát,Công ty Tân Liên Phát,Công ty con,Cổ tức phải thu,1.842.187.500.000,1.562.500.000.000,,,1842187500000.0,1562500000000.0
Công ty Tân Liên Phát,Công ty Tân Liên Phát,Công ty Tân Liên Phát,Công ty con,Cổ tức đã thu,(1.842.187.500.000),(1.562.500.000.000),,,-1842187500000.0,-1562500000000.0
Công ty Tân Liên Phát,Công ty Tân Liên Phát,Công ty Tân Liên Phát,Công ty con,Tiền chuyển từ công ty con vào tài khoản quản lý tiền tập trung,(3.644.474.605.058),(3.290.060.523.192),,,-3644474605058.0,-3290060523192.0
Công ty Tân Liên Phát,Công ty Tân Liên Phát,Công ty Tân Liên Phát,Công ty con,Tiền chuyển từ tài khoản quản lý tiền tập trung cho các công ty con,3.658.919.120.559,3.591.558.806.438,,,3658919120559.0,3591558806438.0
Công ty Thời Đại,Công ty Thời Đại,Công ty Thời Đại,Công ty con,Cho vay,904.000.000.000,1.060.000.000.000,,,904000000000.0,1060000000000.0
Công ty Thời Đại,Công ty Thời Đại,Công ty Thời Đại,Công ty con,Thu hồi khoản vay,(1.742.045.833.333),(192.000.000.000),,,-1742045833333.0,-192000000000.0
Công ty Thời Đại,Công ty Thời Đại,Công ty Thời Đại,Công ty con,Lãi vay phải thu,11.949.593.446,71.066.864.004,,,11949593446.0,71066864004.0
Công ty Thời Đại,Công ty Thời Đại,Công ty Thời Đại,Công ty con,Lãi vay đã thu,(64.170.788.310),(12.867.151.272),,,-64170788310.0,-12867151272.0
Công ty Xây dựng Vincom 1,Công ty Xây dựng Vincom 1,Công ty Xây dựng Vincom 1,,Cho vay,240.108.284.657,100.000.000.000,,,240108284657.0,100000000000.0
Công ty Xây dựng Vincom 1,Công ty Xây dựng Vincom 1,Công ty Xây dựng Vincom 1,,Thu hồi khoản vay,(290.108.284.657),(50.000.000.000),,,-290108284657.0,-50000000000.0
Công ty Xây dựng Vincom 1,Công ty Xây dựng Vincom 1,Công ty Xây dựng Vincom 1,Công ty con,"Mua tài sản, dịch vụ phải trả",(173.151.917.962),(160.995.701.251),,,-173151917962.0,-160995701251.0
Công ty Xây dựng Vincom 1,Công ty Xây dựng Vincom 1,Công ty Xây dựng Vincom 1,Công ty con,"Thanh toán mua tài sản, dịch vụ",229.421.599.041,576.962.780.950,,,229421599041.0,576962780950.0
Công ty Xây dựng Vincom 1,Công ty Xây dựng Vincom 1,Công ty Xây dựng Vincom 1,Công ty con,Tiền chuyển từ công ty con vào tài khoản quản lý tiền tập trung,(3.699.997.246.609),(1.769.107.936.664),,,-3699997246609.0,-1769107936664.0
Công ty Xây dựng Vincom 1,Công ty Xây dựng Vincom 1,Công ty Xây dựng Vincom 1,Công ty con,Tiền chuyển từ tài khoản quản lý tiền tập trung cho các công ty con,3.720.934.552.813,1.779.919.147.568,,,3720934552813.0,1779919147568.0
Công ty Đầu tư Việt Nam,Công ty Đầu tư Việt Nam,Công ty Đầu tư Việt Nam,Công ty con,Doanh thu cung cấp dịch vụ quản lý phải thu,167.328.889.870,-,,,167328889870.0,
Công ty Đầu tư Việt Nam,Công ty Đầu tư Việt Nam,Công ty Đầu tư Việt Nam,Công ty con,Doanh thu cung cấp dịch vụ quản lý phải thu,343.031.163.576,-,,,343031163576.0,
Công ty Thiên Niên Kỳ,Công ty Thiên Niên Kỳ,Công ty Thiên Niên Kỳ,,Doanh thu cung cấp dịch vụ quản lý đã thu,(343.031.163.576),-,,,-343031163576.0,
