row_label_raw,row_label_full,STT,Tên công ty,Tên viết tắt,Tỷ lệ biểu quyết (%),Tỷ lệ lợi ích (%),Trụ sở chính,Hoạt động chính,numeric__Tên công ty,numeric__Tên viết tắt,numeric__Tỷ lệ biểu quyết (%),numeric__Tỷ lệ lợi ích (%),numeric__Trụ sở chính,numeric__Hoạt động chính
36,36,36,Cộng ty Cổ phần Cảng Nha Trang,Cộng ty Cảng Nha Trang,"91,94%","86,03%","Số 05 Trần Phú, phường Vĩnh Nguyên, thành phố Nha Trang, tỉnh Khánh Hòa","Bốc xếp hàng hóa, cho thuê kho bãi",,,0.9194,0.8603000000000001,,
37,37,37,Cộng ty TNHH Làng Hoa Thụy Khuế,Cộng ty Làng Hoa Thụy Khê,"69,99%","65,49%","Số 14 Thụy Khuê, phường Thụy Khuê, quận Tây Hồ, Hà Nội","Đầu tư, xây dựng và kinh doanh bất động sản",,,0.6999,0.6548999999999999,,
38,38,38,Cộng ty Cổ phần Dịch Vụ Thương mại Tổng Hợp Vincommerce,Cộng ty Vincommerce,"64,27%","64,27%","Số 72 Lê Thánh Tôn, phường Bến Nghé, quận 1, thành phố Hồ Chí Minh",Bán lẻ trong các cửa hàng chuyên doanh,,,0.6426999999999999,0.6426999999999999,,
39,39,39,Cộng ty Cổ phần Kính doanh và Thương mại Dịch vụ Vinpro,Cộng ty Vinpro,"64,63%","64,29%",Khu Đô thị Sinh thái Vinhomes Riverside (1),"Bán lẻ thiết bị nghe nhìn, máy tính, phần mềm và thiết bị viễn thông",,,0.6463,0.6429,,
40,40,40,Cộng ty Cổ phần VINDFS,Cộng ty VINDFS,"80,00%","74,86%","Ô CC-1 (Phân khu KT-A), khu đồ thị Biển An Viên, phường Vĩnh Nguyên, thành phố Nha Trang, tỉnh Khánh Hòa",Bán lẻ hàng hóa khác mới trong các cửa hàng chuyên doanh,,,0.8,0.7486,,
41,41,41,Cộng ty Cổ phần Bệnh viện Đa khoa Quốc tế Vinmec,Cộng ty Vinmec,"100,00%","100,00%","Số 458, phố Minh Khai, phường Vĩnh Tuy, quận hai Bà Trung, thành phố Hà Nội",Cung cấp các dịch vụ bệnh viện,,,1.0,1.0,,
42,42,42,Cộng ty TNHH Một thành viên Vinschool,Cộng ty Vinschool,"100,00%","100,00%",Khu Đô thị Sinh thái Vinhomes Riverside (1),Cung cấp dịch vụ giáo dục,,,1.0,1.0,,
43,43,43,Cộng ty TNHH Giác dục và Đào tạo VinAcademy,Cộng ty VinAcademy,"100,00%","99,64%",Khu Đô thị Sinh thái Vinhomes Riverside (1),Cung cấp dịch vụ giáo dục,,,1.0,0.9964,,
44,44,44,Cộng ty TNHH Dịch vụ Bảo vệ Vincom,Cộng ty Bảo vệ Vincom,"100,00%","100,00%",Khu Đô thị Sinh thái Vinhomes Riverside (1),Kinh doanh dịch vụ bảo vệ,,,1.0,1.0,,
45,45,45,Cộng ty TNHH Đầu tư Sản xuất Phát triển Nông nghiệp VinEco,Cộng ty VinEco,"100,00%","95,80%",Khu Đô thị Sinh thái Vinhomes Riverside (1),Sản xuất và kinh doanh các sản phẩm nông nghiệp,,,1.0,0.958,,
46,46,46,Cộng ty TNHH Đầu tư Sản xuất Phát triển Nông nghiệp VinEco-Tam Đảo,Cộng ty VinEco-Tam Đảo,"89,02%","85,29%","Thôn Cơ Quan, thị trấn Gia Khánh, huyện Bình Xuyên, tỉnh Vĩnh Phúc",Sản xuất và kinh doanh các sản phẩm nông nghiệp,,,0.8902,0.8529000000000001,,
