row_label_raw,row_label_full,col_0,Số cuối năm,Đơn vị tính: VND > Số đầu năm,numeric__Số cuối năm,numeric__Đơn vị tính: VND > Số đầu năm
Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,,
"Tiền đặt cọc, góp vốn từ đối tác theo các thỏa thuận và hợp đồng hợp tác đầu tư các dự án bất động sản (i)","Ngắn hạn > Tiền đặt cọc, góp vốn từ đối tác theo các thỏa thuận và hợp đồng hợp tác đầu tư các dự án bất động sản (i)","Tiền đặt cọc, góp vốn từ đối tác theo các thỏa thuận và hợp đồng hợp tác đầu tư các dự án bất động sản (i)",22.185.258.140.412,5.591.201.384.032,22185258140412.0,5591201384032.0
Đặt cọc để mua các khoản đầu tư (ii),Ngắn hạn > Đặt cọc để mua các khoản đầu tư (ii),Đặt cọc để mua các khoản đầu tư (ii),15.863.970.681.200,581.062.000.000,15863970681200.0,581062000000.0
Lợi nhuận phân chia cho các đối tác theo hợp đồng hợp tác kinh doanh (iii),Ngắn hạn > Lợi nhuận phân chia cho các đối tác theo hợp đồng hợp tác kinh doanh (iii),Lợi nhuận phân chia cho các đối tác theo hợp đồng hợp tác kinh doanh (iii),1.294.821.080.000,116.720.664.690,1294821080000.0,116720664690.0
"Tiền thu từ các hợp đồng vay vốn, đặt cọc liên quan đến các dự án bất động sản","Ngắn hạn > Tiền thu từ các hợp đồng vay vốn, đặt cọc liên quan đến các dự án bất động sản","Tiền thu từ các hợp đồng vay vốn, đặt cọc liên quan đến các dự án bất động sản",1.263.064.160.129,4.869.573.866.053,1263064160129.0,4869573866053.0
Tiền quản lý tập trung phải trả các công ty con,Ngắn hạn > Tiền quản lý tập trung phải trả các công ty con,Tiền quản lý tập trung phải trả các công ty con,328.388.893.538,1.322.645.641.921,328388893538.0,1322645641921.0
Phải trả từ chương trình quản lý thể VinID,Ngắn hạn > Phải trả từ chương trình quản lý thể VinID,Phải trả từ chương trình quản lý thể VinID,38.067.542.624,933.789.282.819,38067542624.0,933789282819.0
Phải trả ngắn hạn khác,Ngắn hạn > Phải trả ngắn hạn khác,Phải trả ngắn hạn khác,617.075.682.295,141.831.308.158,617075682295.0,141831308158.0
TỔNG CỘNG,Ngắn hạn > TỔNG CỘNG,TỔNG CỘNG,41.590.646.180.198,13.556.824.147.673,41590646180198.0,13556824147673.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Phải trả khác,Trong đó: > Phải trả khác,Phải trả khác,1.570.918.178.268,6.351.267.766.848,1570918178268.0,6351267766848.0
Phải trả các bên liên quan(Thuyết minh số 30.2),Trong đó: > Phải trả các bên liên quan(Thuyết minh số 30.2),Phải trả các bên liên quan(Thuyết minh số 30.2),40.019.728.001.930,7.205.556.380.825,40019728001930.0,7205556380825.0
Dài hạn,Dài hạn,Dài hạn,Dài hạn,Dài hạn,,
Tiền đặt cọc từ bên liên quan theo hợp đồng hợp tác đầu tư các dự án bất động sản(Thuyết minh số 30.2),Dài hạn > Tiền đặt cọc từ bên liên quan theo hợp đồng hợp tác đầu tư các dự án bất động sản(Thuyết minh số 30.2),Tiền đặt cọc từ bên liên quan theo hợp đồng hợp tác đầu tư các dự án bất động sản(Thuyết minh số 30.2),-,226.000.000.000,,226000000000.0
TỔNG CỘNG,Dài hạn > TỔNG CỘNG,TỔNG CỘNG,-,226.000.000.000,,226000000000.0
