row_label_raw,row_label_full,STT,Tên công ty,Tên viết tắt,Tỷ lệ biểu quyết (%),Tỷ lệ lợi ích (%),Trụ sở chính,Hoạt động chính,numeric__Tên công ty,numeric__Tên viết tắt,numeric__Tỷ lệ biểu quyết (%),numeric__Tỷ lệ lợi ích (%),numeric__Trụ sở chính,numeric__Hoạt động chính
47,47,47,Công ty TNHH Nông nghiệp Đồng Nai – VinEco,Công ty VinEco- Đồng Nai,"77,50%","74,25%","Km13, Quốc Lộ 51, áp Long Khánh 3, xã Tam Phước, thành phố Biên Hòa, tỉnh Đồng Nai.",Sản xuất và kinh doanh các sản phẩm nông nghiệp,,,0.775,0.7425,,
48,48,48,Công ty TNHH Nông Nghiệp V NECO SAGRI,Công ty VinEco Sagri,"64,00%","61,31%","Số 38, đường Phạm Văn Côi, xã Phạm Văn Cội, huyện Củ Chí, thành phố Hồ Chí Minh",Sản xuất và kinh doanh các sản phẩm nông nghiệp,,,0.64,0.6131,,
49,49,49,Công ty TNHH Kinn doanh Dịch vụ Tổng hợp Vincom,Công ty Vincom Service,"100,00%","99,64%",Khu Đô thị Sinh thái Vinhomes Riverside (1),"Cung cấp các dịch vụ Công nghệ thông tin, kỹ thuật, vệ sinh, cảnh quan môi trường, vận chuyển",,,1.0,0.9964,,
50,50,50,Công ty Cổ phần Du lịch và Thủy sân Vạn Phát,Công ty Vạn Phát,"90,00%","86,22%","Thôn Dương K'Si, xã Đạ Chais, huyện Lạc Dương, tỉnh Lâm Đồng",Sản xuất và kinh doanh các sản phẩm nông nghiệp,,,0.9,0.8622,,
51,51,51,Công ty TNHH Kinn doanh và Phát triển Thương mại An Phát,Công ty An Phát,"100,00%","100,00%","Tầng 20A, Tòa nhà Vincom Center Đồng Khởi, 72 Lê Thánh Tôn, phường Bến Nghé, quận 1, thành phố Hồ Chí Minh","Đầu tư, xây dựng và kinh doanh bất động sản",,,1.0,1.0,,
52,52,52,Công ty TNHH Sản xuất và kinh doanh VINFAST,Công ty Vinfast,"50,80%","41,90%","Khu Kinh tế Đình Vũ - Cát Hải, đảo Cát Hải, thị Trấn Cát Hải, huyện Cát Hải, thành phố Hải Phòng",Sản xuất xe có động cơ,,,0.508,0.419,,
53,53,53,Công ty TNHH Dịch vụ và Kinh doanh Vinfast,Công ty Dịch vụ và Kinh doanh VINFAST,"80,00%","33,52%",Khu Đô thị Sinh thái Vinhomes Riverside (1),"Kinh doanh bất động sản, các dịch vụ tổng hợp",,,0.8,0.33520000000000005,,
54,54,54,Công ty TNHH General Motors Việt Nam,Công ty General Motors Việt Nam,"100,00%","41,90%","Đường Ngọc Hồi, xã Tứ Hiệp, huyện Thanh Trì, thành phố Hà Nội",Sản xuất xe có động cơ,,,1.0,0.419,,
55,55,55,V nfast Germany GmbH,Công ty Vinfast Germany,"100,00%","41,90%","106ResCowork04, Frankfurt, Alte Oper, Bockenheimer Landstraße 17/19, 60325 Frankfurt am Main, Germany","Mua bán, xuất nhập khẩu thiết bị, linh kiện vật tư, phụ tùng ôtô xe máy và các hàng hóa liên quan",,,1.0,0.419,,
56,56,56,Công ty Cổ phần VINFA,Công ty Vinfa,"96,39%","96,39%",Khu Đô thị Sinh thái Vinhomes Riverside (1),"Bán buôn thực phẩm, được phẩm",,,0.9639,0.9639,,
57,57,57,Công ty Cổ phần Nghiên cứu và Sản xuất V nsmart,Công ty Vinsmart,"72,03%","68,46%","Khu Kinh tế Đình Vũ - Cát Hải, đảo Cát Hải, thị trấn Cát Hải, huyện Cát Hải, Thành phố Hải Phòng",Sản xuất thiết bị truyền thông,,,0.7203,0.6846,,
