row_label_raw,row_label_full,STT,Tên công ty,Tên viết tắt,Tỷ lệ biểu quyết (%),Tỷ lệ lợi ích (%),Trụ sở chính,Hoạt động chính,numeric__Tên công ty,numeric__Tên viết tắt,numeric__Tỷ lệ biểu quyết (%),numeric__Tỷ lệ lợi ích (%),numeric__Trụ sở chính,numeric__Hoạt động chính
11,11,11,Công ty Cổ phần Trung tâm Hội chợ Triển lăm Việt Nam,Công ty Triển lăm Việt Nam,"83,32%","83,32%","Số 148 đường Giàng Võ, phường Giáng Võ, quận Ba Đình, thành phố Hà Nội","Đầu tư, xây dựng và kinh doanh bất động sản",,,0.8331999999999999,0.8331999999999999,,
12,12,12,Công ty Cổ phần Đầu tư Kinh doanh và Phát triển Đô thị Ngôi S\varei Phương Nam,Công ty Ngôi Sao Phương Nam,"100,00%","99,65%","Số 72 Lê Thánh Tôn, phường Bến Nghé, quận 1, thành phố Hồ Chí Minh","Đầu tư, xây dựng và kinh doanh bất động sản",,,1.0,0.9965,,
13,13,13,Công ty TNHH Metropolis Hà Nội,Công ty Metropolis Hà Nội,"100,00%","72,31%","Lô đất HH, đường Phạm Hùng, phường Mế Trì, quận Nam Từ Liêm, thành phố Hà Nội","Đầu tư, xây dựng và kinh doanh bất động sản",,,1.0,0.7231000000000001,,
14,14,14,Công ty Cổ phần Sách Việt Nam,Công ty Sách Việt Nam,"65,33%","65,33%","Số 44 phố Tràng Tiền, phường Tràng Tiền, quận Hoàn Kiểm, thành phố Hà Nội",Xuất bản và kinh doanh sách,,,0.6533,0.6533,,
15,15,15,Công ty Cổ phần Đô thị Du lịch Cần Giờ,Công ty Cần Giờ,"99,89%","72,23%","Số 72 Lê Thánh Tôn, phường Bến Nghé, quận 1, thành phố Hồ Chí Minh","Đầu tư, xây dựng và kinh doanh bất động sản",,,0.9989,0.7223,,
16,16,16,Công ty TNHH Phát triển Công viên Trung tâm,Công ty Công viên Trung tâm,"100,00%","94,00%","Phòng 900, tầng 9, tòa nhà IPH, số 241 Xuân Thủy, phường Dịch Vọng Hậu, quận Cầu Giấy, thành phố Hà Nội","Đầu tư, xây dựng và kinh doanh bất động sản",,,1.0,0.94,,
17,17,17,Công ty Cổ phần Đầu tư & Phát triển Sinh Thái,Công ty Sinh Thái,"100,00%","72,56%","Số 191, phố Bà Triệu, phường Lê Đại Hành, quận Hai Bà Trưng, thành phố Hà Nội","Đầu tư, xây dựng và kinh doanh bất động sản",,,1.0,0.7256,,
18,18,18,Công Ty TNHH Đầu Tư Và Phát Triển Đô Thị Gia Lâm,Công ty Đô thị Gia Lâm,"85,00%","61,87%",Khu Đô thị Sinh thái Vinhomes Riverside (1),"Đầu tư, xây dựng và kinh doanh bất động sản",,,0.85,0.6187,,
19,19,19,Công ty Cổ phần Tư vấn Đầu tư và Đầu tư Việt Nam,Công ty Đầu tư Việt Nam,"70,00%","50,90%","Số 191, phố Bà Triệu, phường Lê Đại Hành, quận Hai Bà Trưng, thành phố Hà Nội","Đầu tư, xây dựng và kinh doanh bất động sản",,,0.7,0.509,,
20,20,20,Công ty TNHH Bất động sản Tây Tăng Long,Công ty Tây Tăng Long,"90,00%","65,08%","Số 72 Lê Thánh Tôn, phường Bến Nghé, quận 1, thành phố Hồ Chí Minh","Đầu tư, xây dựng và kinh doanh bất động sản",,,0.9,0.6507999999999999,,
21,21,21,Công ty Cổ phần Đầu tư Kinh doanh Bất động sản Thăng Long,Công ty BĐS Thăng Long,"73,00%","73,00%",Khu Đô thị Sinh thái Vinhomes Riverside (1),"Đầu tư, xây dựng và kinh doanh bất động sản",,,0.73,0.73,,
22,22,22,Công ty Cổ phần Đầu tư Bất động sản Prime Land,Công ty Prime Land,"100,00%","73,87%",Khu Đô thị Sinh thái Vinhomes Riverside (1),"Đầu tư, xây dựng và kinh doanh bất động sản",,,1.0,0.7387,,
23,23,23,Công ty TNHH Đô thị Đại học Quốc tế Berjaya Việt Nam,Công ty ĐTĐH Berjaya,"97,90%","70,79%","Tầng 20A, Tòa nhà Vincom Center Đồng Khởi, 72 Lê Thánh Tôn, phường Bến Nghé, quận 1, thành phố Hồ Chí Minh","Đầu tư, xây dựng và kinh doanh bất động sản",,,0.9790000000000001,0.7079000000000001,,
