row_label_raw,row_label_full,Đơn vị tư vấn phát hành > Công ty TNHHChứng khoánKỹ thương (i) > Công ty Cổ phần Chứng khoán KB ViệtNam (ii),Ngày 31 tháng 12năm 2018(VND) > 11.523.435.689.058 > 1.984.475.000.000,Ngày đáo hạn > Từ tháng 3 năm2019 đến tháng 2năm 2026 > Từ tháng 6 năm2022 đến tháng12 năm 2022,"Lãi suất năm > Gồm các khoản trái phiếu chịu lãi suấthuy động tiết kiệm trung bình kỳ hạn 12tháng trả sau bằng VND (+) 4% -4,25%/năm, và các khoản vay chịu lãisuất từ 7,75%/năm đến 10%/năm. > 10,2%/năm",numeric__Ngày 31 tháng 12năm 2018(VND) > 11.523.435.689.058 > 1.984.475.000.000,numeric__Ngày đáo hạn > Từ tháng 3 năm2019 đến tháng 2năm 2026 > Từ tháng 6 năm2022 đến tháng12 năm 2022,"numeric__Lãi suất năm > Gồm các khoản trái phiếu chịu lãi suấthuy động tiết kiệm trung bình kỳ hạn 12tháng trả sau bằng VND (+) 4% -4,25%/năm, và các khoản vay chịu lãisuất từ 7,75%/năm đến 10%/năm. > 10,2%/năm"
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,13.507.910.689.058,,,13507910689058.0,,
Trong đó:Trái phiếu dài hạn đến hạn trả Trái phiếu dài hạn,Trong đó:Trái phiếu dài hạn đến hạn trả Trái phiếu dài hạn,Trong đó:Trái phiếu dài hạn đến hạn trả Trái phiếu dài hạn,5.471.037.554.489,,,5471037554489.0,,
Trong đó:Trái phiếu dài hạn đến hạn trả Trái phiếu dài hạn,Trong đó:Trái phiếu dài hạn đến hạn trả Trái phiếu dài hạn,Trong đó:Trái phiếu dài hạn đến hạn trả Trái phiếu dài hạn,8.036.873.134.569,,,8036873134569.0,,
