row_label_raw,row_label_full,Nội dung giao dịch,Năm nay,Đơn vị tính: VND > Năm trước,numeric__Năm nay,numeric__Đơn vị tính: VND > Năm trước
Phải thu từ chuyển nhượng cổ phần,Phải thu từ chuyển nhượng cổ phần,Phải thu từ chuyển nhượng cổ phần,85.671.000.000,-,85671000000.0,
Thu tiền chuyển nhượng cổ phần,Thu tiền chuyển nhượng cổ phần,Thu tiền chuyển nhượng cổ phần,(85.671.000.000),-,-85671000000.0,
