row_label_raw,row_label_full,Bên liên quan,Mối quan hệ,Nội dung nghiệp vụ,Đơn vị tính: VND > Năm nay,Đơn vị tính: VND > Năm trước,numeric__Mối quan hệ,numeric__Nội dung nghiệp vụ,numeric__Đơn vị tính: VND > Năm nay,numeric__Đơn vị tính: VND > Năm trước
Công ty Vinpearl,Công ty Vinpearl,Công ty Vinpearl,Công ty con,Cho vay,3.250.000.000.000,272.084.937.635,,,3250000000000.0,272084937635.0
Công ty Vinpearl,Công ty Vinpearl,Công ty Vinpearl,Công ty con,Thu hồi khoản vay,(3.250.000.000.000),(666.784.937.635),,,-3250000000000.0,-666784937635.0
Công ty Vinpearl,Công ty Vinpearl,Công ty Vinpearl,Công ty con,Đi vay,(2.100.000.000.000),(3.155.387.747.963),,,-2100000000000.0,-3155387747963.0
Công ty Vinpearl,Công ty Vinpearl,Công ty Vinpearl,Công ty con,Thanh toán khoản vay,2.100.000.000.000,3.345.590.894.420,,,2100000000000.0,3345590894420.0
Công ty Vinpearl,Công ty Vinpearl,Công ty Vinpearl,Công ty con,Lãi vay đã thu,(168.714.363.053),(23.254.899.243),,,-168714363053.0,-23254899243.0
Công ty Vinpearl,Công ty Vinpearl,Công ty Vinpearl,Công ty con,Lãi vay phải trả,(11.823.287.670),(2.924.536.623),,,-11823287670.0,-2924536623.0
Công ty Vinpearl,Công ty Vinpearl,Công ty Vinpearl,Công ty con,"Mua tài sản, dịch vụ phải trả",(60.789.003.244),(11.100.023.013),,,-60789003244.0,-11100023013.0
Công ty Vinpearl,Công ty Vinpearl,Công ty Vinpearl,Công ty con,"Mua tài sản, dịch vụ đã trả",60.789.003.244,3.543.533.717,,,60789003244.0,3543533717.0
Công ty Vinpearl,Công ty Vinpearl,Công ty Vinpearl,Công ty con,Doanh thu cung cấp dịch vụ quản lý phải thu,564.371.702.307,142.441.359.603,,,564371702307.0,142441359603.0
Công ty Vinpearl,Công ty Vinpearl,Công ty Vinpearl,Công ty con,Doanh thu cung cấp dịch vụ quản lý đã thu,(487.661.745.748),(9.095.513.960),,,-487661745748.0,-9095513960.0
Công ty Vinpearl,Công ty Vinpearl,Công ty Vinpearl,Công ty con,Nhận chuyển nhượng khoản đầu tư,(198.784.200.000),-,,,-198784200000.0,
Công ty Vinpearl,Công ty Vinpearl,Công ty Vinpearl,Công ty con,Thanh toán giá mua khoản đầu tư,198.784.200.000,-,,,198784200000.0,
Công ty Vinpearl,Công ty Vinpearl,Công ty Vinpearl,Công ty con,Nhận đặt cọc cho mục đích hợp tác đầu tư,(4.044.452.000.000),-,,,-4044452000000.0,
Công ty Vinpearl,Công ty Vinpearl,Công ty Vinpearl,Công ty con,Tiền chuyển từ công ty con vào tài khoản quản lý tiền tập trung,(20.729.758.750.313),(14.880.333.444.078),,,-20729758750313.0,-14880333444078.0
Công ty Vinpearl,Công ty Vinpearl,Công ty Vinpearl,Công ty con,Tiền chuyển từ tài khoản quản lý tiền tập trung cho các công ty con,21.199.787.633.090,14.520.748.016.986,,,21199787633090.0,14520748016986.0
Công ty Vinmec,Công ty Vinmec,Công ty Vinmec,Công ty con,Cho vay,4.862.000.000.000,2.444.000.000.000,,,4862000000000.0,2444000000000.0
Công ty Vinmec,Công ty Vinmec,Công ty Vinmec,Công ty con,Thu hồi khoản vay,(5.230.000.000.000),-,,,-5230000000000.0,
Công ty Vinmec,Công ty Vinmec,Công ty Vinmec,Công ty con,Lãi vay phải thu,304.278.657.536,96.598.833.343,,,304278657536.0,96598833343.0
Công ty Vinmec,Công ty Vinmec,Công ty Vinmec,Công ty con,Tiền chuyển từ công ty con vào tài khoản quản lý tiền tập trung,(4.054.376.247.630),(3.167.737.385.657),,,-4054376247630.0,-3167737385657.0
Công ty Vinmec,Công ty Vinmec,Công ty Vinmec,Công ty con,Tiền chuyển từ tài khoản quản lý tiền tập trung cho các công ty con,4.040.409.927.454,3.214.979.195.771,,,4040409927454.0,3214979195771.0
Công ty Hoàng Gia,Công ty Hoàng Gia,Công ty Hoàng Gia,Công ty con,Cho vay,-,1.176.000.000.000,,,,1176000000000.0
Công ty Hoàng Gia,Công ty Hoàng Gia,Công ty Hoàng Gia,Công ty con,Thu hồi khoản vay,-,(2.426.609.000.000),,,,-2426609000000.0
Công ty Hoàng Gia,Công ty Hoàng Gia,Công ty Hoàng Gia,Công ty con,Nhận chuyển nhượng khoản đầu tư,(1.174.222.428.000),-,,,-1174222428000.0,
Công ty Hoàng Gia,Công ty Hoàng Gia,Công ty Hoàng Gia,Công ty con,Thanh toán giá mua khoản đầu tư,1.174.222.428.000,-,,,1174222428000.0,
Công ty Hoàng Gia,Công ty Hoàng Gia,Công ty Hoàng Gia,Công ty con,Tiền chuyển từ công ty con vào tài khoản quản lý tiền tập trung,(332.773.135.350),(2.456.862.712.612),,,-332773135350.0,-2456862712612.0
