row_label_raw,row_label_full,col_0,Số đầu năm,Số đã nộp trong năm,Số đã thu trong năm,Đơn vị tính: VND,numeric__Số đầu năm,numeric__Số đã nộp trong năm,numeric__Số đã thu trong năm,numeric__Đơn vị tính: VND
Phải thuThuế thu nhập doanh nghiệp nộp thừa,Phải thuThuế thu nhập doanh nghiệp nộp thừa,Phải thuThuế thu nhập doanh nghiệp nộp thừa,-,167.241.788.772,-,167.241.788.772,,167241788772.0,,167241788772.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,-,167.241.788.772,-,167.241.788.772,,167241788772.0,,167241788772.0
,,,Số đầu năm,Số phải nộp trong năm,Số đã nộp trong năm,Số cuối năm,,,,
"Phải nộpTiền sử dụng đất, thuê đất, chi phí thuế đất phải nộp và các nghĩa vụ theo hợp đồng xây dựng – chuyển giao","Phải nộpTiền sử dụng đất, thuê đất, chi phí thuế đất phải nộp và các nghĩa vụ theo hợp đồng xây dựng – chuyển giao","Phải nộpTiền sử dụng đất, thuê đất, chi phí thuế đất phải nộp và các nghĩa vụ theo hợp đồng xây dựng – chuyển giao",2.242.310.418.755,9.817.647.944.125,(1.558.871.158.701),10.501.087.204.179,2242310418755.0,9817647944125.0,-1558871158701.0,10501087204179.0
Thuế giá trị gia tăng,Thuế giá trị gia tăng,Thuế giá trị gia tăng,73.166.205.043,352.537.532.513,(387.866.550.455),37.837.187.101,73166205043.0,352537532513.0,-387866550455.0,37837187101.0
Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,7.241.060.059,107.411.784.006,(108.169.544.449),6.483.299.616,7241060059.0,107411784006.0,-108169544449.0,6483299616.0
Thuế nhà thầu,Thuế nhà thầu,Thuế nhà thầu,13.649.902.591,46.221.322.047,(54.832.357.847),5.038.866.791,13649902591.0,46221322047.0,-54832357847.0,5038866791.0
Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,147.338.058.591,(2.097.109.947),(145.240.948.644),-,147338058591.0,-2097109947.0,-145240948644.0,
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,2.483.705.645.039,10.321.721.472.744,(2.254.980.560.096),10.550.446.557.687,2483705645039.0,10321721472744.0,-2254980560096.0,10550446557687.0
