row_label_raw,row_label_full,col_0,Năm nay,Đơn vị tính: VND > Năm trước,numeric__Năm nay,numeric__Đơn vị tính: VND > Năm trước
Chi phí bán hàng,Chi phí bán hàng,Chi phí bán hàng,Chi phí bán hàng,Chi phí bán hàng,,
Chi phí hoa hồng môi giới,Chi phí bán hàng > Chi phí hoa hồng môi giới,Chi phí hoa hồng môi giới,611.899.047.379,191.781.972.300,611899047379.0,191781972300.0
Chi phí quảng cáo,Chi phí bán hàng > Chi phí quảng cáo,Chi phí quảng cáo,60.106.195.916,153.297.793.197,60106195916.0,153297793197.0
Chi phí tư vấn bán hàng,Chi phí bán hàng > Chi phí tư vấn bán hàng,Chi phí tư vấn bán hàng,12.389.478.371,271.444.284.536,12389478371.0,271444284536.0
Chi phí bán hàng khác,Chi phí bán hàng > Chi phí bán hàng khác,Chi phí bán hàng khác,4.790.492.317,17.090.119.570,4790492317.0,17090119570.0
,,,689.185.213.983,633.614.169.603,689185213983.0,633614169603.0
Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,,
Chi phí từ thiện(Hoàn nhập)/trích lập các khoản dự phòng phải thu,Chi phí quản lý doanh nghiệp > Chi phí từ thiện(Hoàn nhập)/trích lập các khoản dự phòng phải thu,Chi phí từ thiện(Hoàn nhập)/trích lập các khoản dự phòng phải thu,140.811.432.922,540.270.537.959,140811432922.0,540270537959.0
Chi phí từ thiện(Hoàn nhập)/trích lập các khoản dự phòng phải thu,Chi phí quản lý doanh nghiệp > Chi phí từ thiện(Hoàn nhập)/trích lập các khoản dự phòng phải thu,Chi phí từ thiện(Hoàn nhập)/trích lập các khoản dự phòng phải thu,(234.088.606.678),207.598.673.919,-234088606678.0,207598673919.0
Chi phí quản lý doanh nghiệp khác,Chi phí quản lý doanh nghiệp > Chi phí quản lý doanh nghiệp khác,Chi phí quản lý doanh nghiệp khác,234.609.964.000,179.829.419.637,234609964000.0,179829419637.0
,,,141.332.790.244,927.698.631.515,141332790244.0,927698631515.0
TỔNG CỘNG,Chi phí quản lý doanh nghiệp > TỔNG CỘNG,TỔNG CỘNG,830.518.004.227,1.561.312.801.118,830518004227.0,1561312801118.0
