row_label_raw,row_label_full,col_0,Thuyết minh,2022 Triệu VND,2021 Triệu VND,numeric__Thuyết minh,numeric__2022 Triệu VND,numeric__2021 Triệu VND
Thu nhập lãi và các khoản thu nhập tương tự,Thu nhập lãi và các khoản thu nhập tương tự,Thu nhập lãi và các khoản thu nhập tương tự,25,27.507.578,20.974.243,25.0,27507578.0,20974243.0
Chi phí lãi và các chi phí tương tự,Chi phí lãi và các chi phí tương tự,Chi phí lãi và các chi phí tương tự,25,(12.553.476),(9.163.314),25.0,-12553476.0,-9163314.0
Thu nhập lãi thuần,Thu nhập lãi thuần,Thu nhập lãi thuần,25,14.954.102,11.810.929,25.0,14954102.0,11810929.0
Thu nhập từ hoạt động dịch vụ,Thu nhập từ hoạt động dịch vụ,Thu nhập từ hoạt động dịch vụ,26,4.422.942,3.429.995,26.0,4422942.0,3429995.0
Chi phí hoạt động dịch vụ,Chi phí hoạt động dịch vụ,Chi phí hoạt động dịch vụ,26,(1.338.602),(776.948),26.0,-1338602.0,-776948.0
Lãi thuần từ hoạt động dịch vụ,Lãi thuần từ hoạt động dịch vụ,Lãi thuần từ hoạt động dịch vụ,26,3.084.340,2.653.047,26.0,3084340.0,2653047.0
Lỗ thuần từ hoạt động kinh doanh ngoại hối,Lỗ thuần từ hoạt động kinh doanh ngoại hối,Lỗ thuần từ hoạt động kinh doanh ngoại hối,27,(275.032),(86.748),27.0,-275032.0,-86748.0
(Lỗ)/lãi thuần từ mua bán chứng khoán đầu tư,(Lỗ)/lãi thuần từ mua bán chứng khoán đầu tư,(Lỗ)/lãi thuần từ mua bán chứng khoán đầu tư,28,(175.843),196.796,28.0,-175843.0,196796.0
Thu nhập từ hoạt động khác,Thu nhập từ hoạt động khác,Thu nhập từ hoạt động khác,,402.134,267.396,,402134.0,267396.0
Chi phí hoạt động khác,Chi phí hoạt động khác,Chi phí hoạt động khác,,(50.555),(50.882),,-50555.0,-50882.0
Lãi thuần từ hoạt động khác,Lãi thuần từ hoạt động khác,Lãi thuần từ hoạt động khác,29,351.579,216.514,29.0,351579.0,216514.0
"Thu nhập từ góp vốn, mua cổ phần","Thu nhập từ góp vốn, mua cổ phần","Thu nhập từ góp vốn, mua cổ phần",,19.348,9.943,,19348.0,9943.0
Tổng thu nhập hoạt động,Tổng thu nhập hoạt động,Tổng thu nhập hoạt động,,17.958.494,14.800.481,,17958494.0,14800481.0
Chi phí hoạt động,Chi phí hoạt động,Chi phí hoạt động,30,(6.111.645),(5.206.578),30.0,-6111645.0,-5206578.0
Lợi nhuận thuần từ hoạt động kinh doanh trước chi phí dự phòng rủi ro tín dụng,Lợi nhuận thuần từ hoạt động kinh doanh trước chi phí dự phòng rủi ro tín dụng,Lợi nhuận thuần từ hoạt động kinh doanh trước chi phí dự phòng rủi ro tín dụng,,11.846.849,9.593.903,,11846849.0,9593903.0
Chi phí dự phòng rủi ro tín dụng,Chi phí dự phòng rủi ro tín dụng,Chi phí dự phòng rủi ro tín dụng,31,(1.279.609),(1.598.048),31.0,-1279609.0,-1598048.0
Tổng lợi nhuận trước thuế (mang sang trang sau),Tổng lợi nhuận trước thuế (mang sang trang sau),Tổng lợi nhuận trước thuế (mang sang trang sau),,10.567.240,7.995.855,,10567240.0,7995855.0
