row_label_raw,row_label_full,col_0,Số dư,Số dư_1,numeric__Số dư,numeric__Số dư_1
,,,31/12/2022Triệu VND,31/12/2021Triệu VND,,
Công ty conVIB AMC,Công ty conVIB AMC,Công ty conVIB AMC,Công ty conVIB AMC,Công ty conVIB AMC,,
- Tiền gửi không kỳ hạn của VIB AMC tại Ngân hàng,Công ty conVIB AMC > - Tiền gửi không kỳ hạn của VIB AMC tại Ngân hàng,- Tiền gửi không kỳ hạn của VIB AMC tại Ngân hàng,4.458,6.976,4458.0,6976.0
- Tiền gửi có kỳ hạn của VIB AMC tại Ngân hàng,Công ty conVIB AMC > - Tiền gửi có kỳ hạn của VIB AMC tại Ngân hàng,- Tiền gửi có kỳ hạn của VIB AMC tại Ngân hàng,382.000,131.150,382000.0,131150.0
- Phải trả lãi ủy thác cho VIB AMC,Công ty conVIB AMC > - Phải trả lãi ủy thác cho VIB AMC,- Phải trả lãi ủy thác cho VIB AMC,634,672,634.0,672.0
- Lãi phải trả cho tiền gửi tại Ngân hàng của VIB AMC,Công ty conVIB AMC > - Lãi phải trả cho tiền gửi tại Ngân hàng của VIB AMC,- Lãi phải trả cho tiền gửi tại Ngân hàng của VIB AMC,3.237,292,3237.0,292.0
- Phải thu trả hộ lương nhân viên cho VIB AMC,Công ty conVIB AMC > - Phải thu trả hộ lương nhân viên cho VIB AMC,- Phải thu trả hộ lương nhân viên cho VIB AMC,17.568,31.591,17568.0,31591.0
- Phải thu cổ tức từ VIB AMC,Công ty conVIB AMC > - Phải thu cổ tức từ VIB AMC,- Phải thu cổ tức từ VIB AMC,16.452,8.177,16452.0,8177.0
"Thành viên Hội đồng Quản trị, Ban Kiểm soát,Ban Tổng Giám đốc và Kế toán trưởng","Thành viên Hội đồng Quản trị, Ban Kiểm soát,Ban Tổng Giám đốc và Kế toán trưởng","Thành viên Hội đồng Quản trị, Ban Kiểm soát,Ban Tổng Giám đốc và Kế toán trưởng","Thành viên Hội đồng Quản trị, Ban Kiểm soát,Ban Tổng Giám đốc và Kế toán trưởng","Thành viên Hội đồng Quản trị, Ban Kiểm soát,Ban Tổng Giám đốc và Kế toán trưởng",,
- Cho vay,"Thành viên Hội đồng Quản trị, Ban Kiểm soát,Ban Tổng Giám đốc và Kế toán trưởng > - Cho vay",- Cho vay,1.401,588,1401.0,588.0
- Tiền gửi không kỳ hạn tại Ngân hàng,"Thành viên Hội đồng Quản trị, Ban Kiểm soát,Ban Tổng Giám đốc và Kế toán trưởng > - Tiền gửi không kỳ hạn tại Ngân hàng",- Tiền gửi không kỳ hạn tại Ngân hàng,8.097,25.536,8097.0,25536.0
- Tiền gửi có kỳ hạn tại Ngân hàng,"Thành viên Hội đồng Quản trị, Ban Kiểm soát,Ban Tổng Giám đốc và Kế toán trưởng > - Tiền gửi có kỳ hạn tại Ngân hàng",- Tiền gửi có kỳ hạn tại Ngân hàng,64.441,39.934,64441.0,39934.0
- Lãi phải trả tiền gửi có kỳ hạn tại Ngân hàng,"Thành viên Hội đồng Quản trị, Ban Kiểm soát,Ban Tổng Giám đốc và Kế toán trưởng > - Lãi phải trả tiền gửi có kỳ hạn tại Ngân hàng",- Lãi phải trả tiền gửi có kỳ hạn tại Ngân hàng,489,325,489.0,325.0
