row_label_raw,row_label_full,CHỈ TIÊU,Thuyết minh,Năm 2016,Năm 2015,numeric__Thuyết minh,numeric__Năm 2016,numeric__Năm 2015
LU'U CHUYỀN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYỀN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYỀN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYỀN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYỀN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYỀN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH,,,
01. Tăng vốn cổ phần từ góp vốn và/hoặc phát hành cổ phiếu,01. Tăng vốn cổ phần từ góp vốn và/hoặc phát hành cổ phiếu,01. Tăng vốn cổ phần từ góp vốn và/hoặc phát hành cổ phiếu,,-,-,,,
02. Tiền thu từ phát hành giấy tờ có giá dài hạn đủ điều kiện tính vào vốn tự có và các khoản vốn vay dài hạn khác,02. Tiền thu từ phát hành giấy tờ có giá dài hạn đủ điều kiện tính vào vốn tự có và các khoản vốn vay dài hạn khác,02. Tiền thu từ phát hành giấy tờ có giá dài hạn đủ điều kiện tính vào vốn tự có và các khoản vốn vay dài hạn khác,,-,-,,,
03. Tiền chi thanh toán giấy tờ có giá dài hạn đủ điều kiện tính vào vốn tự có và các khoản vốn vay dài hạn khác,03. Tiền chi thanh toán giấy tờ có giá dài hạn đủ điều kiện tính vào vốn tự có và các khoản vốn vay dài hạn khác,03. Tiền chi thanh toán giấy tờ có giá dài hạn đủ điều kiện tính vào vốn tự có và các khoản vốn vay dài hạn khác,,-,-,,,
"04. Cổ tức trả cho cổ đông, lợi nhuận đã chia","03. Tiền chi thanh toán giấy tờ có giá dài hạn đủ điều kiện tính vào vốn tự có và các khoản vốn vay dài hạn khác > 04. Cổ tức trả cho cổ đông, lợi nhuận đã chia","04. Cổ tức trả cho cổ đông, lợi nhuận đã chia",,-,(92.337),,,-92337.0
05. Tiền chi ra mua cổ phiếu quỹ,05. Tiền chi ra mua cổ phiếu quỹ,05. Tiền chi ra mua cổ phiếu quỹ,,-,-,,,
06. Tiền thu được do bán cổ phiếu quỹ,06. Tiền thu được do bán cổ phiếu quỹ,06. Tiền thu được do bán cổ phiếu quỹ,,-,-,,,
III. Lưu chuyển tiền từ hoạt động tài chính,06. Tiền thu được do bán cổ phiếu quỹ > III. Lưu chuyển tiền từ hoạt động tài chính,III. Lưu chuyển tiền từ hoạt động tài chính,,-,(92.337),,,-92337.0
IV. Lưu chuyển tiền thuần trong năm,06. Tiền thu được do bán cổ phiếu quỹ > IV. Lưu chuyển tiền thuần trong năm,IV. Lưu chuyển tiền thuần trong năm,,518.220,1.155.984,,518220.0,1155984.0
V. Tiền và các khoản tương đương tiền đầu năm,06. Tiền thu được do bán cổ phiếu quỹ > V. Tiền và các khoản tương đương tiền đầu năm,V. Tiền và các khoản tương đương tiền đầu năm,,2.038.770,882.786,,2038770.0,882786.0
VI. Điều chỉnh của ảnh hưởng thay đổi tỷ giá,VI. Điều chỉnh của ảnh hưởng thay đổi tỷ giá,VI. Điều chỉnh của ảnh hưởng thay đổi tỷ giá,,-,-,,,
VII. Tiền và các khoản tương đương tiền cuối năm,VI. Điều chỉnh của ảnh hưởng thay đổi tỷ giá > VII. Tiền và các khoản tương đương tiền cuối năm,VII. Tiền và các khoản tương đương tiền cuối năm,VII.33,2.556.990,2.038.770,,2556990.0,2038770.0
