row_label_raw,row_label_full,CHỈ TIÊU,Thuyết minh,31/12/2016,31/12/2015,numeric__Thuyết minh,numeric__31/12/2016,numeric__31/12/2015
VIII. Vốn và các quỹ,VIII. Vốn và các quỹ,VIII. Vốn và các quỹ,V.22,3.514.518,3.390.617,,3514518.0,3390617.0
1. Vốn của TCTD,1. Vốn của TCTD,1. Vốn của TCTD,,3.080.716,3.080.716,,3080716.0,3080716.0
a. Vốn điều lệ,a. Vốn điều lệ,a. Vốn điều lệ,,3.080.000,3.080.000,,3080000.0,3080000.0
"b. Vốn đầu tư XDCB, mua sắm tài sản cố định","b. Vốn đầu tư XDCB, mua sắm tài sản cố định","b. Vốn đầu tư XDCB, mua sắm tài sản cố định",,-,-,,,
c. Thắng dư vốn cổ phần,"b. Vốn đầu tư XDCB, mua sắm tài sản cố định > c. Thắng dư vốn cổ phần",c. Thắng dư vốn cổ phần,,716,716,,716.0,716.0
d. Cổ phiếu quỹ,d. Cổ phiếu quỹ,d. Cổ phiếu quỹ,,-,-,,,
e. Cổ phiếu ưu đãi,e. Cổ phiếu ưu đãi,e. Cổ phiếu ưu đãi,,-,-,,,
g. Vốn khác,g. Vốn khác,g. Vốn khác,,-,-,,,
2. Quỹ của TCTD,g. Vốn khác > 2. Quỹ của TCTD,2. Quỹ của TCTD,,252.117,245.649,,252117.0,245649.0
3. Chênh lệch tỷ giá hối đoái,3. Chênh lệch tỷ giá hối đoái,3. Chênh lệch tỷ giá hối đoái,,-,-,,,
4. Chênh lệch đánh giá lại tài sản,4. Chênh lệch đánh giá lại tài sản,4. Chênh lệch đánh giá lại tài sản,,-,-,,,
5. Lợi nhuận chưa phân phối,4. Chênh lệch đánh giá lại tài sản > 5. Lợi nhuận chưa phân phối,5. Lợi nhuận chưa phân phối,,181.685,64.252,,181685.0,64252.0
IX. Lợi ích của cổ đông thiểu số,IX. Lợi ích của cổ đông thiểu số,IX. Lợi ích của cổ đông thiểu số,,-,-,,,
TỔNG NỘ PHẢI TRẢ VÀ VỐN CHỦ SỞ HỮU,IX. Lợi ích của cổ đông thiểu số > TỔNG NỘ PHẢI TRẢ VÀ VỐN CHỦ SỞ HỮU,TỔNG NỘ PHẢI TRẢ VÀ VỐN CHỦ SỞ HỮU,,19.658.115,18.359.429,,19658115.0,18359429.0
