row_label_raw,row_label_full,col_0,Số năm,numeric__Số năm
Nhà uưởng và vật kiến trúc,Nhà uưởng và vật kiến trúc,Nhà uưởng và vật kiến trúc,05 - 50,
Máy móc và thiết bị,Máy móc và thiết bị,Máy móc và thiết bị,03 - 20,
Trong đó: Máy móc và thiết bị ngành lọc hóa dầu,Trong đó: Máy móc và thiết bị ngành lọc hóa dầu,Trong đó: Máy móc và thiết bị ngành lọc hóa dầu,10 - 20,
"Phương tiện vận tải, thiết bị truyền dẫn","Phương tiện vận tải, thiết bị truyền dẫn","Phương tiện vận tải, thiết bị truyền dẫn",06 - 25,
Thiết bị văn phòng,Thiết bị văn phòng,Thiết bị văn phòng,05 - 10,
Tài sản cố định hữu hình khác,Tài sản cố định hữu hình khác,Tài sản cố định hữu hình khác,04 - 05,
