row_label_raw,row_label_full,col_0,Số đầu năm > Giá trị,Số đầu năm > Số có khả năng trả nợ,Trong năm > Tăng,Trong năm > Giảm,Số cuối năm > Giá trị,Số cuối năm > Số có khả năng trả nợ,numeric__Số đầu năm > Giá trị,numeric__Số đầu năm > Số có khả năng trả nợ,numeric__Trong năm > Tăng,numeric__Trong năm > Giảm,numeric__Số cuối năm > Giá trị,numeric__Số cuối năm > Số có khả năng trả nợ
,,,VND,VND,VND,VND,VND,VND,,,,,,
Vay ngắn hạn (i),Vay ngắn hạn (i),Vay ngắn hạn (i),15.856.525.639.874,15.856.525.639.874,127.868.603.960.387,133.220.968.791.732,10.504.160.808.529,10.504.160.808.529,15856525639874.0,15856525639874.0,127868603960387.0,133220968791732.0,10504160808529.0,10504160808529.0
Ngân hàng TMCP Đầu tư và Phát triển Việt Nam - Chi nhánh Quảng Ngãi,Ngân hàng TMCP Đầu tư và Phát triển Việt Nam - Chi nhánh Quảng Ngãi,Ngân hàng TMCP Đầu tư và Phát triển Việt Nam - Chi nhánh Quảng Ngãi,2.400.000.000.000,2.400.000.000.000,29.731.541.577.352,25.169.980.768.823,6.961.560.808.529,6.961.560.808.529,2400000000000.0,2400000000000.0,29731541577352.0,25169980768823.0,6961560808529.0,6961560808529.0
Ngân hàng TMCP Ngoại thương Việt Nam - Chi nhánh Quảng Ngãi,Ngân hàng TMCP Ngoại thương Việt Nam - Chi nhánh Quảng Ngãi,Ngân hàng TMCP Ngoại thương Việt Nam - Chi nhánh Quảng Ngãi,6.000.000.000.000,6.000.000.000.000,38.821.470.814.096,42.761.470.814.096,2.060.000.000.000,2.060.000.000.000,6000000000000.0,6000000000000.0,38821470814096.0,42761470814096.0,2060000000000.0,2060000000000.0
Ngân hàng TMCP Công thương Việt Nam - Chi nhánh Thành phố Hà Nội,Ngân hàng TMCP Công thương Việt Nam - Chi nhánh Thành phố Hà Nội,Ngân hàng TMCP Công thương Việt Nam - Chi nhánh Thành phố Hà Nội,5.850.000.000.000,5.850.000.000.000,49.331.047.234.898,53.782.047.234.898,1.399.000.000.000,1.399.000.000.000,5850000000000.0,5850000000000.0,49331047234898.0,53782047234898.0,1399000000000.0,1399000000000.0
Ngân hàng TMCP Đầu tư và Phát triển Việt Nam - Chi nhánh Dung Quất,Ngân hàng TMCP Đầu tư và Phát triển Việt Nam - Chi nhánh Dung Quất,Ngân hàng TMCP Đầu tư và Phát triển Việt Nam - Chi nhánh Dung Quất,-,-,677.400.000.000,593.800.000.000,83.600.000.000,83.600.000.000,,,677400000000.0,593800000000.0,83600000000.0,83600000000.0
Ngân hàng Nông nghiệp và Phát triển Nông thôn Việt Nam – Chi nhánh Thăng Long,Ngân hàng Nông nghiệp và Phát triển Nông thôn Việt Nam – Chi nhánh Thăng Long,Ngân hàng Nông nghiệp và Phát triển Nông thôn Việt Nam – Chi nhánh Thăng Long,1.606.525.639.874,1.606.525.639.874,8.286.144.334.041,9.892.669.973.915,-,-,1606525639874.0,1606525639874.0,8286144334041.0,9892669973915.0,,
Ngân hàng TMCP Đông Nam Á - Chi nhánh Đà Nẵng,Ngân hàng TMCP Đông Nam Á - Chi nhánh Đà Nẵng,Ngân hàng TMCP Đông Nam Á - Chi nhánh Đà Nẵng,-,-,1.000.000.000.000,1.000.000.000.000,-,-,,,1000000000000.0,1000000000000.0,,
Ngân hàng TMCP Công thương Việt Nam - Chi nhánh Quảng Ngãi,Ngân hàng TMCP Công thương Việt Nam - Chi nhánh Quảng Ngãi,Ngân hàng TMCP Công thương Việt Nam - Chi nhánh Quảng Ngãi,-,-,15.000.000.000,15.000.000.000,-,-,,,15000000000.0,15000000000.0,,
Ngân hàng TMCP Sài Gòn - Hà Nội,Ngân hàng TMCP Sài Gòn - Hà Nội,Ngân hàng TMCP Sài Gòn - Hà Nội,-,-,6.000.000.000,6.000.000.000,-,-,,,6000000000.0,6000000000.0,,
,,,15.856.525.639.874,15.856.525.639.874,127.868.603.960.387,133.220.968.791.732,10.504.160.808.529,10.504.160.808.529,15856525639874.0,15856525639874.0,127868603960387.0,133220968791732.0,10504160808529.0,10504160808529.0
